Sex,Age,Activity_Calories,Active_Energy,Resting_Energy,Steps,Walking_Running,Flights_Climbed,Cardio_VO2_Max,Cardio_Recovery,Calories_Needed,Carbs_Needed,Protein_Needed,Fats_Needed,Saturated_Fat,Cholesterol,Water_Needed
0,30,2579,728,1520,2215,88.60000000000001,0,58.78734525361551,10.0,4761.0,654.6375,178.5375,132.25,13.225000000000001,2.645,21.0
1,35,2938,2418,1870,9299,371.96,3,56.158526363615756,10.0,6042.5,830.8437500000001,226.59375,167.84722222222223,16.784722222222225,3.3569444444444447,24.5
0,50,2824,450,1720,13523,540.92,4,48.545903518972025,10.0,4936.5,678.7687500000001,185.11875,137.125,13.7125,2.7425,35.0
1,33,1031,1988,1850,12364,494.56,4,54.50169910548221,10.0,4028.0,553.85,151.04999999999998,111.88888888888889,11.18888888888889,2.2377777777777776,23.1
1,62,1677,2788,2140,5153,206.12,3,40.05503345853763,12.989111098954178,4874.0,670.1750000000001,182.775,135.38888888888889,13.53888888888889,2.707777777777778,43.4
1,59,2930,2226,2110,3706,148.24,7,43.941464992136275,10.0,5986.5,823.1437500000001,224.49375,166.29166666666666,16.629166666666666,3.325833333333333,41.3
1,61,1591,2663,2130,12298,491.92,6,40.59861375055198,14.24981132888431,4756.75,654.053125,178.37812499999998,132.13194444444446,13.213194444444447,2.642638888888889,42.699999999999996
1,79,2401,1603,2310,3567,142.68,8,32.69335848401524,18.005323073521563,5301.75,728.990625,198.81562499999998,147.27083333333334,14.727083333333335,2.945416666666667,55.300000000000004
1,19,1383,1367,1710,12400,496.0,6,64.4100091279697,10.0,4224.75,580.903125,158.428125,117.35416666666667,11.735416666666667,2.3470833333333334,13.3
1,72,2761,2272,2240,12345,493.8,9,37.919762590489206,12.6641132816572,5829.0,801.4875000000001,218.5875,161.91666666666666,16.191666666666666,3.2383333333333333,50.4
1,52,2178,2915,2040,3128,125.12,0,46.2663088626293,10.0,5406.75,743.428125,202.75312499999998,150.1875,15.01875,3.00375,36.4
1,59,2923,1296,2110,9867,394.68,6,44.46094969137623,10.0,5747.0,790.2125000000001,215.5125,159.63888888888889,15.963888888888889,3.1927777777777777,41.3
1,51,3291,2879,2030,7583,303.32,0,48.69310898099028,10.0,6510.75,895.2281250000001,244.153125,180.85416666666666,18.085416666666667,3.6170833333333334,35.7
1,47,2760,2047,1990,6897,275.88,6,49.773878756421304,10.0,5771.75,793.615625,216.44062499999998,160.32638888888889,16.03263888888889,3.2065277777777776,32.9
0,76,2626,704,1980,8001,320.04,9,33.1421292615421,15.05460001123027,4802.0,660.2750000000001,180.075,133.38888888888889,13.338888888888889,2.667777777777778,53.2
0,72,2249,1821,1940,13113,524.52,7,35.370058901927734,14.670522324024901,4704.25,646.834375,176.40937499999998,130.67361111111111,13.067361111111111,2.613472222222222,50.4
1,30,3175,2583,1820,6567,262.68,10,56.57420577704368,10.0,6320.75,869.1031250000001,237.028125,175.57638888888889,17.55763888888889,3.511527777777778,21.0
1,30,3151,2672,1820,11271,450.84000000000003,8,55.58402053866976,10.0,6319.0,868.8625000000001,236.96249999999998,175.52777777777777,17.552777777777777,3.5105555555555554,21.0
1,35,1281,2746,1870,16348,653.92,2,53.86579810184973,10.0,4467.5,614.28125,167.53125,124.09722222222223,12.409722222222223,2.4819444444444447,24.5
1,49,3952,1587,2010,13703,548.12,3,46.54759612156266,11.21374611476044,6848.75,941.7031250000001,256.828125,190.24305555555554,19.024305555555554,3.804861111111111,34.3
1,49,3548,2877,2010,15329,613.16,3,47.77664374904301,10.845217700647936,6767.25,930.496875,253.771875,187.97916666666666,18.797916666666666,3.759583333333333,34.3
1,52,3227,1422,2040,4741,189.64000000000001,8,48.542187739361324,10.0,6082.5,836.3437500000001,228.09375,168.95833333333334,16.895833333333336,3.379166666666667,36.4
1,76,2605,917,2280,8256,330.24,6,32.52240158376979,14.824501228303463,5334.25,733.459375,200.03437499999998,148.17361111111111,14.817361111111111,2.9634722222222223,53.2
1,56,3597,538,2080,2228,89.12,2,45.601339619736976,10.0,6231.5,856.8312500000001,233.68124999999998,173.09722222222223,17.309722222222224,3.4619444444444447,39.2
0,63,1380,858,1850,18678,747.12,9,41.93641502206564,10.696352970124197,3594.5,494.24375000000003,134.79375,99.84722222222223,9.984722222222224,1.9969444444444446,44.1
1,69,946,1161,2210,6284,251.36,4,35.978770993316786,12.891384065855908,3736.25,513.734375,140.109375,103.78472222222223,10.378472222222223,2.0756944444444447,48.3
0,46,2613,628,1680,15264,610.5600000000001,6,51.612862024529,10.0,4770.0,655.875,178.875,132.5,13.25,2.65,32.2
1,79,2283,1098,2310,15390,615.6,7,33.342361010784096,15.711940297151097,5057.5,695.40625,189.65625,140.48611111111111,14.048611111111112,2.8097222222222222,55.300000000000004
1,66,1777,338,2180,2918,116.72,0,38.81862760567842,14.919191158780807,4361.5,599.7062500000001,163.55625,121.15277777777777,12.115277777777777,2.4230555555555555,46.2
0,46,2491,741,1680,13445,537.8,1,50.78269291747653,10.0,4676.25,642.984375,175.359375,129.89583333333334,12.989583333333336,2.597916666666667,32.2
1,79,1567,2304,2310,2498,99.92,6,31.78682729200817,17.32592599177155,4643.0,638.4125,174.11249999999998,128.97222222222223,12.897222222222224,2.5794444444444444,55.300000000000004
0,70,3668,1455,1920,4809,192.36,10,38.467549185231604,14.580969799942004,6031.75,829.365625,226.19062499999998,167.54861111111111,16.75486111111111,3.3509722222222225,49.0
1,61,2077,2905,2130,6961,278.44,1,39.69855603786124,13.948154827010917,5303.25,729.1968750000001,198.871875,147.3125,14.731250000000001,2.94625,42.699999999999996
1,74,1511,2682,2260,11017,440.68,6,37.19704018804636,15.831849741454446,4681.5,643.7062500000001,175.55625,130.04166666666666,13.004166666666666,2.600833333333333,51.8
0,33,2774,583,1550,5779,231.16,8,55.740854235106596,10.0,4919.75,676.465625,184.490625,136.65972222222223,13.665972222222223,2.7331944444444445,23.1
1,73,1273,2807,2250,12050,482.0,10,36.683464571789706,16.297318022343628,4474.75,615.278125,167.803125,124.29861111111111,12.429861111111112,2.4859722222222222,51.1
0,61,3226,393,1830,4118,164.72,1,40.606189099033415,11.36018844958775,5324.25,732.084375,199.65937499999998,147.89583333333334,14.789583333333335,2.9579166666666667,42.699999999999996
1,64,2314,2781,2160,8391,335.64,6,41.38536856329224,11.823362802111596,5509.25,757.521875,206.59687499999998,153.03472222222223,15.303472222222224,3.0606944444444446,44.800000000000004
0,74,3148,2765,1960,2145,85.8,3,36.86120137946638,11.639797626681263,5839.25,802.896875,218.97187499999998,162.20138888888889,16.22013888888889,3.2440277777777777,51.8
0,27,2926,2963,1490,15929,637.16,10,58.866065934422,10.0,5666.75,779.178125,212.50312499999998,157.40972222222223,15.740972222222224,3.1481944444444445,18.900000000000002
1,47,1701,2998,1990,16917,676.6800000000001,1,49.58863462030897,10.0,4950.5,680.69375,185.64374999999998,137.51388888888889,13.75138888888889,2.750277777777778,32.9
1,42,1950,2432,1940,6565,262.6,6,51.281629619111996,10.0,5058.0,695.475,189.67499999999998,140.5,14.05,2.81,29.4
0,80,3256,2095,2020,18576,743.04,4,34.470456846289224,14.065828416534156,5779.75,794.715625,216.740625,160.54861111111111,16.054861111111112,3.2109722222222223,56.0
1,56,806,2539,2080,8637,345.48,0,44.48934590257159,10.0,3940.75,541.8531250000001,147.778125,109.46527777777777,10.946527777777778,2.1893055555555554,39.2
1,37,1278,931,1890,10243,409.72,4,55.7090435451441,10.0,4010.75,551.4781250000001,150.403125,111.40972222222223,11.140972222222224,2.2281944444444446,25.9
1,22,3051,2363,1740,4410,176.4,2,63.00676029135124,10.0,6141.75,844.490625,230.31562499999998,170.60416666666666,17.060416666666665,3.4120833333333334,15.4
0,18,2815,884,1400,3820,152.8,6,63.052524106741785,10.0,5036.0,692.45,188.85,139.88888888888889,13.988888888888889,2.7977777777777777,12.6
0,47,507,281,1690,4521,180.84,5,47.65042245928738,10.0,2577.25,354.37187500000005,96.646875,71.59027777777777,7.159027777777777,1.4318055555555556,32.9
0,66,3055,2580,1880,7882,315.28000000000003,7,39.03041066279886,11.245534103198153,5700.0,783.7500000000001,213.75,158.33333333333334,15.833333333333336,3.166666666666667,46.2
0,20,975,2804,1420,3867,154.68,4,64.1310868788761,10.0,3676.0,505.45000000000005,137.85,102.11111111111111,10.211111111111112,2.042222222222222,14.0
0,62,1820,2582,1840,9465,378.6,1,40.138162679096965,14.394898358400948,4465.5,614.00625,167.45624999999998,124.04166666666667,12.404166666666669,2.4808333333333334,43.4
0,31,2711,731,1530,13461,538.44,8,57.12218172928875,10.0,4893.75,672.890625,183.515625,135.9375,13.59375,2.71875,21.7
0,73,984,2183,1950,8103,324.12,10,37.530483739803735,14.595928879101159,3529.75,485.34062500000005,132.365625,98.04861111111111,9.804861111111112,1.9609722222222223,51.1
0,47,3643,420,1690,14197,567.88,7,48.267387375641896,10.0,5748.0,790.35,215.54999999999998,159.66666666666666,15.966666666666667,3.1933333333333334,32.9
0,67,3114,834,1890,17424,696.96,5,39.71104818501349,15.068833738061265,5322.5,731.8437500000001,199.59375,147.84722222222223,14.784722222222223,2.956944444444445,46.900000000000006
1,21,1404,1969,1730,18053,722.12,9,60.728157870244075,10.0,4396.25,604.484375,164.859375,122.11805555555556,12.211805555555557,2.442361111111111,14.7
0,35,1058,2570,1570,2240,89.60000000000001,6,53.0463972268408,10.0,3700.5,508.81875,138.76874999999998,102.79166666666667,10.279166666666669,2.0558333333333336,24.5
1,79,2467,2074,2310,6631,265.24,8,34.471921125464284,16.060262122522218,5485.5,754.25625,205.70624999999998,152.375,15.2375,3.0475,55.300000000000004
1,54,2785,202,2060,11599,463.96000000000004,6,43.49484311704354,10.0,5335.5,733.63125,200.08124999999998,148.20833333333334,14.820833333333335,2.964166666666667,37.800000000000004
1,42,1627,1917,1940,13694,547.76,2,50.35690697539792,10.0,4606.25,633.359375,172.734375,127.95138888888889,12.79513888888889,2.5590277777777777,29.4
0,65,1733,405,1870,7077,283.08,5,41.7755471099872,10.56981108576236,3834.25,527.209375,143.78437499999998,106.50694444444444,10.650694444444445,2.130138888888889,45.5
0,18,3101,2055,1400,5768,230.72,10,62.73234643539334,10.0,5614.75,772.028125,210.553125,155.96527777777777,15.596527777777778,3.1193055555555556,12.6
0,70,3375,239,1920,11142,445.68,10,39.8652267475708,10.566041487934012,5434.75,747.278125,203.803125,150.96527777777777,15.096527777777778,3.0193055555555555,49.0
0,63,967,2306,1850,9995,399.8,6,43.3986716738693,12.9104423137291,3543.5,487.23125000000005,132.88125,98.43055555555556,9.843055555555557,1.968611111111111,44.1
1,32,3839,2821,1840,15276,611.04,1,55.341380102267784,10.0,7044.25,968.584375,264.159375,195.67361111111111,19.56736111111111,3.9134722222222225,22.400000000000002
0,26,2933,843,1480,14746,589.84,2,57.20489111124945,10.0,5143.75,707.2656250000001,192.890625,142.88194444444446,14.288194444444446,2.8576388888888893,18.2
0,32,3322,1730,1540,13475,539.0,3,57.52531642102689,10.0,5754.5,791.2437500000001,215.79375,159.84722222222223,15.984722222222224,3.1969444444444446,22.400000000000002
0,66,1347,2107,1880,8568,342.72,9,39.25493251324172,14.192998744444047,3873.75,532.640625,145.265625,107.60416666666667,10.760416666666668,2.1520833333333336,46.2
0,74,2934,2866,1960,4601,184.04,5,33.50376421979788,16.344874419782556,5650.5,776.94375,211.89374999999998,156.95833333333334,15.695833333333335,3.139166666666667,51.8
0,41,3424,2343,1630,8080,323.2,0,53.037614094890216,10.0,6009.75,826.340625,225.365625,166.9375,16.69375,3.33875,28.7
1,21,758,1097,1730,15854,634.16,8,59.655874545559605,10.0,3532.25,485.68437500000005,132.459375,98.11805555555556,9.811805555555557,1.9623611111111112,14.7
0,29,782,1285,1510,4159,166.36,4,59.85098345246121,10.0,3103.25,426.69687500000003,116.37187499999999,86.20138888888889,8.620138888888889,1.7240277777777777,20.299999999999997
1,76,2149,1479,2280,10313,412.52,6,32.69326264556652,18.57940530677221,5018.75,690.078125,188.203125,139.40972222222223,13.940972222222223,2.7881944444444446,53.2
0,75,2398,2808,1970,6368,254.72,8,33.13655939373363,17.48128590466364,5100.0,701.25,191.25,141.66666666666666,14.166666666666666,2.833333333333333,52.5
1,54,539,2595,2060,3317,132.68,8,43.87836148984292,10.361852345861614,3687.75,507.06562500000007,138.290625,102.4375,10.24375,2.04875,37.800000000000004
0,78,3033,870,2000,15272,610.88,0,35.80133179246033,16.618170410765366,5250.5,721.94375,196.89374999999998,145.84722222222223,14.584722222222224,2.916944444444445,54.6
0,54,3476,1705,1760,3230,129.2,0,46.46584680126923,10.0,5902.25,811.559375,221.334375,163.95138888888889,16.39513888888889,3.279027777777778,37.800000000000004
1,60,2767,2564,2120,19517,780.6800000000001,2,44.00685767731818,10.621241582558248,5908.0,812.35,221.54999999999998,164.11111111111111,16.41111111111111,3.2822222222222224,42.0
1,77,3700,918,2290,3301,132.04,5,33.48817492866377,15.641561372646532,6429.5,884.0562500000001,241.10625,178.59722222222223,17.859722222222224,3.5719444444444446,53.9
1,23,1514,1271,1750,17927,717.08,1,60.181563637524775,10.0,4331.75,595.615625,162.44062499999998,120.32638888888889,12.03263888888889,2.406527777777778,16.1
0,56,3571,2155,1780,3910,156.4,9,43.17242003391585,12.289743829511604,6109.75,840.090625,229.115625,169.71527777777777,16.971527777777776,3.3943055555555555,39.2
1,73,1112,1359,2250,16904,676.16,10,35.903240141562044,14.682224465566438,3951.75,543.365625,148.19062499999998,109.77083333333333,10.977083333333333,2.1954166666666666,51.1
0,80,3475,449,2020,10107,404.28000000000003,0,32.75914366767084,15.20401377629066,5587.25,768.246875,209.521875,155.20138888888889,15.520138888888889,3.1040277777777776,56.0
0,63,2415,2561,1850,4757,190.28,0,41.658874218263776,10.461353729160503,5055.25,695.0968750000001,189.571875,140.42361111111111,14.042361111111113,2.8084722222222225,44.1
