workout_type,duration_planned,intensity_level,time_of_day,previous_workout_strain,current_macronutrients_carbs,current_macronutrients_proteins,current_macronutrients_fats,hydration_status,recent_meal_timing,caloric_balance,micronutrient_levels_calcium,micronutrient_levels_iron,micronutrient_levels_vitamin_d,recovery_score,sleep_quality,heart_rate_variability,body_fat_percentage,lean_mass_kg,training_age,food_category,timing_window,portion_size_macro_ratio,portion_size_total_calories,portion_size_nutrient_timing,portion_size_hydration
strength,106,4,morning,6.717421873244383,405.28805274439225,249.8416823586992,113.87321109289527,1.6354534917583867,1-2 hours,-54.692359092044626,223.62725009634073,22.09490114696678,566.5967985973859,6,10,80.67045132748481,24.877414183624527,95.71168899343594,17,BCAAs,pre-workout 30-60min,0.6747303504367156,367.5400052437484,before,1.918253451983035
cardio,57,6,afternoon,3.2733447620047516,178.1641566938435,227.73311962333545,104.76459259634731,3.4521591175693285,within 1 hour,-437.61255270960885,282.27955408508626,23.831136819874786,616.318625555589,8,9,32.033577554683625,10.0581576516472,96.36090665162371,16,electrolyte-rich foods,pre-workout 60-90min,0.45719055595002345,745.3465921634471,before,1.5359790575758194
strength,48,5,afternoon,4.430125100454198,298.5524714583064,123.83268259089128,125.66758096333497,2.2052619507591213,2-3 hours,351.8387012446632,893.442406370724,29.438983666033447,550.002726805794,2,2,98.33560890631975,14.749599826849025,68.99627668655829,19,high glycemic carbs,post-workout 1-2hr,0.8714229052441707,274.082771859511,before,1.7925297789538313
HIIT,100,5,evening,7.387014128582843,436.38599324684304,43.357788286137,63.74306291515939,1.735762043434602,2-3 hours,128.11389872143457,276.3830891806658,22.862876754530028,776.6913167845362,4,3,51.785880314372356,18.133016768601532,91.21687788950241,15,high glycemic carbs,post-workout 1-2hr,0.6495052157426634,856.3207928418719,after,1.2739688943936103
strength,63,6,morning,6.097888293806294,443.4431573976008,52.45853712757476,107.67339355624134,1.5736630467108088,1-2 hours,-256.6037915833315,498.53167719051567,32.40507448863004,201.8254310764541,1,8,91.02569778753411,14.019947005444457,83.39532308284855,11,slow-release carbs,pre-workout 60-90min,0.33788394570291275,931.7356914594661,before,1.2011852127203557
strength,85,10,evening,3.236072653644176,69.42407069186442,243.19865163306193,113.26271470862368,1.6838004200680774,within 1 hour,67.9505218329956,607.3181084506464,19.624535423646336,508.1825015114764,1,8,86.09955597890779,12.199761701250528,88.09651984329665,4,slow-release carbs,pre-workout 30-60min,0.32952634431344285,422.26700454032937,during,1.8222874654544143
strength,56,8,evening,1.003516400450808,425.0302764070293,144.0708930780781,124.32753153150605,2.4112731541975263,1-2 hours,168.09498224123956,300.6368392835922,17.467902898184526,278.6491204871793,7,10,35.88877882804674,14.861377363612657,87.2999642345548,18,electrolyte-rich foods,post-workout immediate,0.3753047836909902,468.27287894357346,during,1.3502620803832128
strength,34,3,evening,4.735098380893427,439.0384452447828,129.24602366705344,40.477115737324155,3.3450333370059004,1-2 hours,297.3631151229961,929.7293946113824,37.342362890955705,877.4000669742101,10,4,53.007269888460776,14.96924883100007,55.16126419908598,18,high glycemic carbs,post-workout 1-2hr,0.5905096180560971,759.7648177787296,before,1.9957146057746642
cardio,54,4,afternoon,7.765463497942722,55.36730445105885,44.99694859465153,63.732850140356035,2.955306149304786,2-3 hours,-482.39329790374387,644.9153338824631,16.758899557941255,826.311817597655,8,10,49.63091300270108,13.257596805832359,61.82783284640338,2,electrolyte-rich foods,post-workout 2-4hr,0.6343910909514988,382.2410153023892,during,1.1750342215947644
HIIT,74,1,morning,0.688758126632395,108.87713469451391,192.9205775123226,109.31823393196723,1.805871778086645,1-2 hours,370.0651510827257,942.1834869166935,21.544707865529972,227.57167053771354,1,4,66.78740949912519,27.937648468691727,72.04553847953116,11,electrolyte-rich foods,pre-workout 30-60min,0.42589422790143405,750.3361954062397,after,1.2842649499027354
strength,57,5,afternoon,7.7261549198057775,253.05261102505057,201.6254568172106,126.99294169064967,2.229152126232375,2-3 hours,236.37249398849292,369.8199062623638,32.902421868493434,541.323048143211,3,6,50.66198166441663,29.933834490939304,54.72459674257716,20,slow-release carbs,pre-workout 0-30min,0.23584364438870936,977.4892646758843,before,1.8226069984381545
cardio,77,10,morning,4.842767944128328,329.5062962274073,112.81666776223017,39.26569616852812,1.6516375951465996,2-3 hours,68.3618516929688,976.911765351448,17.350535937453653,360.55779861039775,3,8,38.55470782357449,19.42787328563103,99.31979234867572,10,high glycemic carbs,pre-workout 30-60min,0.7060377361242133,691.7191169800961,before,1.257878002169977
cardio,87,10,morning,7.453610025811052,61.90091205701164,248.938844779604,106.8376379331695,1.500053008461486,within 1 hour,-214.71516900992606,843.7066889954853,26.341185502365462,714.5898778163812,1,10,35.7793035919767,18.553775941998072,65.1171363804992,15,electrolyte-rich foods,pre-workout 60-90min,0.12763270737787716,611.4936415986783,after,1.1532478182737824
HIIT,48,4,morning,3.4346286099428602,279.1641652023625,170.54766363688213,136.52195998397377,2.946702781439151,1-2 hours,168.26182306806334,703.1687892344837,21.784043334869672,629.3869560948917,7,2,32.68063286238737,19.952839736759145,50.518286992278846,4,electrolyte-rich foods,pre-workout 60-90min,0.7662608781874946,408.1182104485246,after,1.2093320474070839
cardio,62,4,afternoon,8.871606890806492,273.6406422438844,232.99232742178077,106.62009201930394,3.8605663315138727,within 1 hour,-415.01654698258216,729.4250187010873,29.573142340643855,396.0368742420995,9,9,81.0853079424085,20.66565949441549,65.98266913297641,6,healthy fats,post-workout immediate,0.568968458950022,328.913383541944,after,1.2716784531617626
strength,94,4,morning,2.402236956250887,156.7894846867974,137.2790051518764,105.39817882114933,1.6955194807527336,within 1 hour,390.6353875121298,816.3359518224593,20.75956094139981,339.86804527920265,9,6,66.65361538666936,16.952760502404292,92.26866359333215,11,complete proteins,intra-workout,0.4163336088155527,595.0615040211675,during,1.3296375456478775
HIIT,54,10,afternoon,4.073722600031607,461.5729030489438,168.85570451872223,77.4807397046551,2.9133544248451977,within 1 hour,-464.43666563381015,398.29703466308126,22.488460047529273,504.19699523143476,5,6,65.45677911132144,16.65370569696968,72.42488023073363,17,electrolyte-rich foods,intra-workout,0.23676329741611624,321.22987314679926,before,1.7650805878890323
HIIT,85,7,morning,6.401251682615633,190.6456672204751,234.58373420668204,90.43547713804122,3.315725454166436,within 1 hour,10.362478124339532,301.5086303851828,19.564018850531617,862.798925006192,5,7,35.389595018887604,18.002373992990506,75.7598433165292,5,healthy fats,pre-workout 30-60min,0.5918846597685339,924.6181072555016,before,1.911577132186995
strength,40,10,evening,0.2205484713145056,336.8964145701467,194.70923655820422,42.46431630178837,1.3418005465326575,1-2 hours,-457.57116636342255,707.0318095436002,36.18010017762784,928.6156601281413,7,9,42.0790298699101,27.634674797960916,80.31536550090563,18,electrolyte-rich foods,post-workout immediate,0.3007356021148647,562.3103756214865,after,1.1601230870736727
cardio,93,6,afternoon,4.466369081829598,200.90309695493187,182.97858659733512,103.0614426254417,3.0693055074405513,within 1 hour,-121.56145282612374,840.5996183100681,16.286466437663215,977.0733784416154,2,9,97.38614123836156,24.77658463299831,65.33744372881425,15,healthy fats,post-workout immediate,0.14371207615185022,755.0509874378288,after,1.2117046020314195
HIIT,96,2,morning,0.46064254181188646,494.51939997453957,226.47889492283687,23.475203949748135,1.836705536118454,2-3 hours,276.8528904929432,492.3261845747299,25.406569039173384,480.35636429672275,3,2,51.942668909549674,28.809094448306944,89.34591007734622,6,high glycemic carbs,pre-workout 60-90min,0.281767936126714,204.08704561265694,during,1.122728213962096
HIIT,76,3,afternoon,3.490835687401912,425.3533622800178,156.45026107929337,148.44986462956913,2.2789178300322916,2-3 hours,430.9303881450862,743.6135729079228,5.9399679753817844,422.3581367824456,3,9,51.801636029984564,11.990642636285555,91.29973684464055,9,healthy fats,intra-workout,0.7859587354328652,488.9845094322486,during,1.2939338096155053
HIIT,71,4,afternoon,4.7567242760424575,317.94257855327567,129.46311161329027,61.14865001880008,3.0429536805796746,within 1 hour,416.3183982985779,420.0889035701508,32.51338439925619,424.13306375848526,4,9,45.073990303067724,28.33240577719767,78.99501156935206,5,electrolyte-rich foods,pre-workout 30-60min,0.24514776746004246,724.2073012352439,during,1.2761383405216282
cardio,70,6,afternoon,6.044079924859157,325.57105612011253,56.404704075770496,36.10779642794914,3.480007341639494,1-2 hours,205.29273111713144,372.5939871006555,39.352060144456296,493.0756381875533,5,7,35.175286625227464,25.65581670826372,56.957654326731664,4,healthy fats,pre-workout 60-90min,0.2016900362784031,472.38524812425567,before,1.4339638424646726
HIIT,101,2,morning,0.34810865323467666,161.58600635151646,240.66546772550424,129.6290197896752,3.9071403763478805,1-2 hours,381.5686333765474,243.4251654831872,9.61000660411657,675.2584894565491,10,3,95.08856034661963,12.318603670032113,75.57061682522863,20,healthy fats,pre-workout 30-60min,0.49562501445017193,837.9266770668174,during,1.5556019188872034
strength,57,3,evening,2.7017873937820958,146.7515190073402,165.85068948516164,57.51094544493058,1.5102913635577053,1-2 hours,228.83763789390082,659.5964585118918,35.53447049755974,327.68901756050593,5,6,36.06465292290519,25.018680420487673,55.33655402238678,12,high glycemic carbs,post-workout 1-2hr,0.3072102596187076,712.6168852131829,after,1.300227456902276
cardio,63,10,morning,2.6239920810063424,243.6127004525132,186.04537058311186,140.06447908320672,1.844149893123566,within 1 hour,-385.98317800187056,275.95052184640144,30.61308593645495,567.1701396328892,10,3,34.55598223014108,28.27594623817571,77.75430121178442,14,BCAAs,pre-workout 60-90min,0.7633262690332542,690.279143336962,after,1.1679861498840767
HIIT,61,9,evening,3.0114778234483044,470.45009116526677,238.92015716269648,89.181267092884,3.535350586879379,2-3 hours,-122.16198911285437,522.8689112899311,6.984000363938,495.47140065025496,3,7,31.625924356254213,10.451839585526796,77.70867185912799,15,BCAAs,post-workout immediate,0.7245280500290717,254.8483287165485,after,1.3711831964990666
HIIT,96,7,afternoon,5.242837277420842,337.41215149971987,183.84427159630826,124.16721247777721,2.6929668082884493,within 1 hour,159.3044555994859,331.7478871010336,15.280115674327858,628.2380495911007,5,1,36.125359222423974,21.9505771618132,87.09305196577773,1,high glycemic carbs,post-workout immediate,0.913269784768723,640.9100280355732,after,1.4222732735275283
strength,32,8,afternoon,0.4983496640245544,187.59555677929112,200.33824834275546,57.567705778505186,3.4595090523954326,1-2 hours,-81.90670228323273,356.0938030805177,26.825446328638574,331.85273010648064,7,2,86.68787366264456,23.022778053637442,87.47088916534807,15,complete proteins,post-workout 2-4hr,0.37060291380423416,561.8521202944171,before,1.9184206320216985
strength,34,5,morning,8.475718515826596,368.82017669578283,187.63614899241622,115.6497167096769,2.2084328742594703,within 1 hour,246.56027331122698,347.0413585083486,21.5769344305894,236.1777024922235,6,9,34.63053060726362,29.657035518342017,68.42638818642673,16,high glycemic carbs,post-workout 1-2hr,0.5163833344837869,941.2189020423995,before,1.2889788668118873
strength,62,7,evening,6.626343104166189,315.9344873925149,108.96123965288281,63.61114162252889,1.7819943674403889,within 1 hour,297.75716445085334,548.9918369104648,20.800192623539353,776.8184071701525,6,1,43.46419244203784,29.02156767525338,93.65375620822084,18,BCAAs,post-workout 1-2hr,0.7827353958068296,630.1209894039775,before,1.629489128052132
cardio,116,10,afternoon,5.979664337615423,429.51538807746556,179.37150030152299,91.44265423488415,1.7263321998727534,within 1 hour,-81.28880466458475,452.04973067429364,32.83507576603466,604.1469256490522,4,7,88.2835254764995,26.162316378032916,78.54847905131012,15,BCAAs,post-workout 2-4hr,0.3494462399182205,272.3606901069197,before,1.6232420036061774
cardio,80,7,afternoon,9.201828858739214,447.966952925881,55.93348818608965,139.19990428461983,1.1085619510613103,2-3 hours,229.2315615049423,778.9864476193491,32.880432119359256,463.8818654283358,4,9,86.46318059429234,28.122060200513708,77.58552214265616,13,complete proteins,post-workout 2-4hr,0.6229816312890667,506.3444119186201,during,1.3993048497372356
HIIT,60,8,evening,5.732883423635338,138.49096095329097,211.33402355485882,149.90843071771843,1.3398423077894774,2-3 hours,192.65107957615544,686.1605213135429,29.92829926911929,486.813124367442,4,6,42.31517716900701,22.638780212091756,84.58260465247778,15,high glycemic carbs,post-workout immediate,0.41555544374227604,307.0857988174443,before,1.9445604683342932
cardio,88,3,morning,8.536822916894527,51.28260389839175,174.65335952652168,76.41623136241189,1.5302740154441823,2-3 hours,-390.2637773033861,760.2614044885657,22.79546163641666,924.4811099497385,6,7,51.78257723839789,18.58444514831232,92.73708171805208,4,complete proteins,pre-workout 0-30min,0.28166837598538724,400.5040768879146,before,1.0405299384558035
cardio,46,6,afternoon,2.805938482559278,330.37707208338037,76.64963679618313,138.61371174846306,3.6308666375563026,2-3 hours,175.68937473487858,230.7866680161485,32.373891839883086,947.7818600029733,5,7,57.60397818842231,10.17541560439658,88.02641195779779,18,complete proteins,pre-workout 0-30min,0.6102040419011335,544.3058308689436,during,1.2925532030894193
cardio,94,2,afternoon,1.2317647259279951,409.30786094302505,117.20879588127147,118.30882030628219,1.8273227560949175,2-3 hours,-330.5787625937763,860.6331536197829,10.03323273140937,860.95874597507,3,8,68.30460010694694,27.954372950796795,71.06560508935858,3,complete proteins,pre-workout 30-60min,0.16934086370594031,938.0350389417536,after,1.2641758176717421
cardio,81,10,evening,0.8697968754378438,254.69777861769734,139.5198039534675,55.01467047447347,2.0945606680620887,1-2 hours,123.54355222275353,327.64813258869606,12.971167397401608,489.7932642433634,6,2,88.28780814954719,12.411816403640119,60.19326292459948,6,BCAAs,pre-workout 0-30min,0.6283023397222903,550.3104392908755,after,1.948022296676532
cardio,62,2,evening,4.413929758654637,205.1466955442591,35.35403063846012,63.72420754504661,1.9328301249231452,1-2 hours,-227.96750351080806,793.7814899266937,26.087587618591588,959.7764092995251,6,2,68.06961029353147,12.237018744270658,94.88428777802109,17,high glycemic carbs,intra-workout,0.5335136979720805,587.1476927094295,after,1.9138731613242634
strength,37,8,evening,1.560564219580085,306.28560971197305,166.63551641066508,149.29855784461017,3.6931847465433942,1-2 hours,-56.687110041813355,820.5086652639316,16.550648846968304,830.635395293758,1,8,66.10715769946435,18.336291875239628,68.85836196497108,18,slow-release carbs,pre-workout 0-30min,0.10610246490204757,352.6846574262074,before,1.1351271214128111
HIIT,90,6,afternoon,0.6185473657453366,153.5818902200516,191.38363605326632,94.40969308848453,3.4763058889733935,within 1 hour,-76.48615332491437,677.6830133503945,6.849016506639074,649.6902281352841,7,10,70.9187506294283,18.404462721618806,88.14226372111331,8,BCAAs,pre-workout 0-30min,0.8805495816441202,888.131335521835,before,1.694383588893697
cardio,33,1,evening,9.657634357827215,398.9332922145535,102.49475128694006,39.57543355830694,1.6178970778480397,1-2 hours,-453.8368731677986,542.1196443333433,6.153873537053432,698.3686709729973,8,10,92.36931421022446,13.979263075160357,61.79441891491478,12,high glycemic carbs,pre-workout 60-90min,0.667172798874804,601.8602080087148,during,1.04561268280779
HIIT,66,1,morning,6.665311115977387,165.9681241955139,60.03900612575171,55.57771940353363,3.3531015968605336,1-2 hours,-89.77435451905103,765.8980216010395,26.058635408795684,428.1346946971995,6,6,61.49281896625651,19.176096065845186,66.12282890067367,7,BCAAs,intra-workout,0.25563596644108155,275.6632791214931,after,1.0477473925866692
cardio,30,9,morning,3.4249301369454024,217.0113554026651,185.553397018531,86.67169353215716,2.7397163016849886,1-2 hours,-418.85755781742006,355.9223880144632,15.980090098032054,990.9418866792128,7,4,45.330209854378126,23.829730886519954,72.79699117376971,10,BCAAs,post-workout 2-4hr,0.1112146569975376,873.211835992908,after,1.0980759681975454
strength,54,8,morning,9.449919859091185,177.42711741083542,158.66651031583535,67.05235388079043,1.2344596082070085,within 1 hour,169.97897842227042,638.1107053963403,37.049262257087264,521.8290240961073,10,8,76.08641854170321,23.316022891036592,77.97273370601482,9,high glycemic carbs,post-workout 2-4hr,0.9200814542379276,270.671092627092,before,1.0430189154688447
cardio,64,8,morning,9.492518604035084,96.83460620990928,142.47237184052506,128.54080493488794,2.2759703107658664,within 1 hour,-104.23072782136757,314.0219610001081,15.888268868304076,500.8046563226132,10,10,49.372116051235906,27.070142868622508,70.35252079044464,9,slow-release carbs,pre-workout 30-60min,0.13775273363652676,675.6298287122896,during,1.9987993192714528
HIIT,102,5,evening,8.968060364800332,330.8327434763197,117.56344471083008,146.277990059479,2.922792114606768,2-3 hours,238.83743667511146,402.6956696757056,39.13248487753999,876.31648776282,7,10,79.7903324429108,22.445379944021784,64.33553631044896,15,BCAAs,pre-workout 0-30min,0.6979671281787013,390.990141583859,during,1.927061730717977
cardio,65,7,morning,1.3102156456258995,86.3200438337028,177.04252159567895,21.119806338549658,3.4804284933831067,2-3 hours,-125.67764875334376,224.35878614968408,5.159854573675941,721.7808384784576,4,2,48.14311624812278,12.742362813222979,82.59178993280335,18,complete proteins,post-workout immediate,0.5463970312012574,394.95792587432993,after,1.0222366730515091
cardio,96,6,afternoon,3.08459352865626,488.2481854197201,109.38451837988033,83.78191525991899,1.4778858061210445,2-3 hours,400.202866834764,581.2333637279643,35.671098884650874,945.275625414533,3,8,99.19275333243053,20.81943726976875,67.01931472387741,6,electrolyte-rich foods,pre-workout 30-60min,0.3291643664768842,249.4347180480073,during,1.538802551498733
HIIT,68,9,evening,0.2435035404936703,274.0048800642073,178.62382995773166,36.29609074854517,3.3342086280589673,1-2 hours,214.0518717051367,267.12155751780085,31.112001389501057,881.2126253285606,6,9,81.1781351115413,20.623424281951202,96.67978556055343,7,slow-release carbs,pre-workout 60-90min,0.2064349694742601,527.8752467899631,after,1.6948559861577905
HIIT,96,8,morning,3.557865263443877,166.09571662758748,225.13504553936377,44.9641342263958,1.988415119217453,2-3 hours,-146.46012707688237,832.6472328042678,17.806166466394142,624.9921180031979,9,10,69.66486740867441,13.12998923735881,92.4890851563959,16,electrolyte-rich foods,intra-workout,0.8879331932028693,729.7186813923554,during,1.9387599477963073
cardio,66,8,evening,7.156325756782378,326.34867290689715,198.35017686597146,108.8529027970991,1.5835836610863796,1-2 hours,-474.78341418120795,657.192156786545,35.88118643041235,313.0314030240754,8,4,45.80300825480278,21.904249328080226,87.21260046528646,6,BCAAs,post-workout 1-2hr,0.1604171524411807,728.7544556576717,during,1.5910280043180594
cardio,106,6,evening,0.687136591004649,436.83084745656214,87.07351276875394,125.1684215869676,1.245259999042318,within 1 hour,-316.7572008053975,970.6151308916785,28.671734706790332,623.2740817478264,6,8,65.09451503690002,16.110882256944194,98.27868689296963,7,slow-release carbs,pre-workout 0-30min,0.452411095062875,721.1770857103725,after,1.2944455564261974
HIIT,71,3,evening,3.710266360219431,124.58021812285995,134.8414945167837,143.4347360293682,2.0949739938703518,1-2 hours,-274.6358972963039,549.4135466864615,32.19513814829165,666.371531553338,6,4,39.565915574596886,14.56924641398176,54.87272874233938,14,electrolyte-rich foods,pre-workout 0-30min,0.962875412259006,926.8670552595042,during,1.089178890386787
HIIT,87,4,morning,0.23248394122439398,90.7731463197587,100.94048721195941,33.283921523674536,1.9766215056241425,1-2 hours,142.14282620288168,447.1736684915271,21.57040849282288,584.6310265976991,7,10,91.1169661712668,23.784868033550616,78.5974354165538,1,complete proteins,post-workout 2-4hr,0.5032344758897895,202.51972228966605,after,1.8028690976150443
cardio,103,1,afternoon,0.6120940807824382,275.91971477989296,235.6799550059715,106.09321264603649,1.534806744349141,1-2 hours,-270.698027576248,222.0284660193367,20.022380108193317,236.9254557134319,1,7,65.22247202034092,28.528820205806966,57.0188493118726,19,electrolyte-rich foods,pre-workout 30-60min,0.8884220572536773,285.5169605913427,during,1.1500671790125652
strength,32,10,morning,9.246052975629024,186.26630981908636,222.48617091543952,41.80607168477506,2.4930259914092567,2-3 hours,420.2982058393901,884.7770764576056,6.08361878963537,315.420950603909,8,1,38.223218574060006,21.76438085643646,57.389905109800196,5,slow-release carbs,pre-workout 0-30min,0.1545079699698885,776.8178248401151,before,1.446292896812979
HIIT,53,5,afternoon,1.0802877421904955,69.2136208266606,89.62813646245807,130.96086707372484,3.4714230198714366,within 1 hour,-130.77202363551356,691.1129091832919,25.67342622245806,985.8805940863108,9,2,79.61266378925956,22.385031664205712,77.11120687906356,4,complete proteins,post-workout immediate,0.1514707936628517,453.58044790999674,before,1.45257561542026
cardio,94,8,evening,9.07501645065754,369.99503452111435,165.3160537704202,63.913641332647494,2.7230007770817135,within 1 hour,91.61881313174524,904.2201042744501,39.59740978590574,747.2428544015328,5,5,57.989666549444294,29.4647778935035,87.61576165217974,1,BCAAs,post-workout immediate,0.634225822462124,627.0450669840261,before,1.2625298357931238
cardio,82,3,afternoon,2.716996499496034,314.9219509928962,89.79416564857362,138.43929586487434,2.687124835194732,1-2 hours,147.07775567667738,715.0489721907313,24.244158152379253,987.2612811937289,6,8,43.827038393758635,11.43348886585505,64.2012670598019,4,BCAAs,pre-workout 60-90min,0.9582431041393519,296.6188859392408,before,1.464474184966147
cardio,62,9,afternoon,7.767920924480788,451.89600677797426,193.83708247131665,103.7456523892332,1.4615834070246567,within 1 hour,-51.099287138581815,511.0121571216507,38.90847959441729,579.999403845797,4,2,84.01094544221826,26.822402241402102,98.06434454324702,19,high glycemic carbs,pre-workout 60-90min,0.7141394261053303,227.69733765697575,during,1.7260886513165241
cardio,108,10,afternoon,2.487366244651289,74.47877290866616,91.33034942753068,148.87254355963046,2.2803862564714046,1-2 hours,-214.50955388479042,555.7280959157449,27.795220291978634,670.6603202030901,10,8,98.03334571209206,16.853601950053847,72.07382745168148,8,healthy fats,intra-workout,0.20462138765863813,649.7367312345766,before,1.0289691497724893
strength,120,7,morning,1.2865320023402649,472.77722028284086,147.46692820065036,118.54700917329389,1.991977558122782,2-3 hours,482.1066040078416,319.92335345583643,30.66295398319387,644.4677522595417,2,2,64.66815628258612,16.996162653196567,52.324809504035144,15,slow-release carbs,pre-workout 30-60min,0.12700696073360343,328.79475924806155,after,1.4372704283578122
cardio,74,10,morning,0.0995925181464663,125.83998831923134,64.33623643424872,45.01827182348379,1.9567939049825482,2-3 hours,385.42464395406455,539.5841608191001,28.43245566134997,511.53332853678836,7,9,30.74537402759277,14.173054723377804,80.84496806975815,17,high glycemic carbs,pre-workout 30-60min,0.378346606579019,721.1967538426552,during,1.982218225955152
HIIT,71,2,morning,0.6031201918811002,105.76627749641742,106.39932687351151,116.03639303506952,3.415477264804547,2-3 hours,-244.69753487744984,574.70140227823,32.83977706860974,915.3651613305517,8,4,95.38259237367691,25.837502653359483,93.5761616843387,8,healthy fats,post-workout immediate,0.8052006769553613,922.4735092103789,after,1.2075234457432589
strength,117,4,morning,0.24204233373869122,357.84643280312713,120.30684181268546,64.11555170920786,3.646971079763029,within 1 hour,-146.9819224771498,956.3056341207102,32.44993369767475,676.4613832000338,2,8,81.10403411202256,25.236800323786017,93.28962206902155,7,complete proteins,post-workout 1-2hr,0.20383851291880473,952.9648315023854,before,1.240667206603032
strength,47,1,afternoon,6.120492301120927,448.5485447976316,53.520517082639444,32.08332544854375,3.248842840196567,1-2 hours,34.51380345210043,620.6523009948514,13.833677692541599,969.9948164966939,6,9,71.21348939350663,20.641146635127924,52.0444453585259,6,BCAAs,post-workout 2-4hr,0.46789146106940016,607.7715290293538,before,1.7430119232959378
HIIT,63,8,afternoon,5.642460126989177,449.1925788981815,44.31751303721744,80.16914111922776,3.028904718460114,2-3 hours,-13.959466200085728,626.9224831592924,22.102557447231874,280.932066869639,5,2,30.919429965443747,23.09070988423916,93.50173596262933,5,slow-release carbs,post-workout 1-2hr,0.42738378033513125,390.37519849236696,before,1.8314693144480376
HIIT,71,5,afternoon,8.340615518523382,107.36848378152477,190.87015507153006,131.55728002360564,2.438020286223495,within 1 hour,213.89574566341503,519.8037833160286,13.104091948810042,900.9899978014337,5,2,50.62123511091255,24.833935962859076,54.539174620925536,3,complete proteins,post-workout immediate,0.12151360712744418,655.407039351678,during,1.0486690218162766
cardio,114,4,morning,4.584598955777341,237.98443643229746,219.46360200674306,34.684437285413104,2.5627912926051604,within 1 hour,27.033852862532967,399.35039913469143,9.19875312203391,871.4425205196151,1,2,87.52534862713892,18.775795765204286,69.37490276129482,9,BCAAs,post-workout immediate,0.29248623935692664,693.7871098830061,during,1.6132559104521214
