workout_type,duration_planned,intensity_level,time_of_day,previous_workout_strain,current_macronutrients_carbs,current_macronutrients_proteins,current_macronutrients_fats,hydration_status,recent_meal_timing,caloric_balance,micronutrient_levels_calcium,micronutrient_levels_iron,micronutrient_levels_vitamin_d,recovery_score,sleep_quality,heart_rate_variability,body_fat_percentage,lean_mass_kg,training_age,food_category,timing_window,portion_size_macro_ratio,portion_size_total_calories,portion_size_nutrient_timing,portion_size_hydration
HIIT,53,8,morning,5.513848319490885,297.95875412855185,124.35351857147812,110.58421687521475,1.7049620512924393,2-3 hours,-317.63901161344097,250.43758340839776,17.44867677663086,538.1661690265796,8,2,64.97522282921958,24.865945588343145,95.48333675838455,14,slow-release carbs,pre-workout 30-60min,0.8959626511042966,311.96882915943354,before,1.7705309811386982
strength,99,3,evening,9.463613736879198,340.4970885023803,141.57097995266162,41.027457507431606,3.5383548263554694,within 1 hour,137.41645748759447,684.5736691527829,15.128082656421093,710.4615143189358,9,1,36.30706115485385,17.544033573614172,94.89525007741122,6,slow-release carbs,pre-workout 30-60min,0.49198682689074325,708.004222457562,after,1.1275313807481289
HIIT,78,8,morning,0.9603325713023214,234.5349845329744,127.13122900776264,39.13620788232712,3.0062261899793348,2-3 hours,-334.91425751308543,837.7161390192078,7.995000009624292,217.1451403665168,6,4,49.57500963332592,13.848133287681188,90.15799096436587,4,complete proteins,pre-workout 60-90min,0.6014086028192875,269.1678346019012,during,1.7980573653518923
cardio,106,1,evening,7.132120853852767,457.8204025607533,226.74354745389545,57.16335515590562,1.2625963845477008,1-2 hours,332.29964181351227,557.085372798027,28.878847919022995,840.8298423532477,2,1,91.33696866767521,14.85660610472242,84.9122120589742,6,healthy fats,pre-workout 60-90min,0.6822080452108076,497.8004502160954,during,1.8977543002469912
strength,52,5,evening,2.3794906155602966,482.47956695148963,187.50832981084324,122.31379935258765,2.5662327018314786,1-2 hours,163.63621155351143,341.3758280906103,24.558596534463685,777.5440772673006,8,1,64.8497464500493,13.49773516154049,59.19844073340474,10,healthy fats,post-workout immediate,0.6859110819608234,773.4441179954442,during,1.6735989601886385
cardio,35,9,afternoon,3.025160694575125,95.10829927353456,71.25668766023352,23.97359352123747,1.619973809739513,2-3 hours,-466.41100189894945,883.8511948688636,25.197407325792636,377.8252278215132,8,6,92.14298859791113,14.936099332229247,94.90427754548497,18,slow-release carbs,pre-workout 0-30min,0.6366669566213733,497.34715744319516,after,1.7677157498335785
HIIT,47,6,afternoon,9.806247347710563,166.5076415240132,75.03477206537013,116.01367955544222,1.051338495262415,1-2 hours,-197.81564848476108,838.5755703805519,17.293499219463527,517.0850421521567,8,4,52.25479869631258,23.78587312130243,94.82496842882294,15,electrolyte-rich foods,post-workout 1-2hr,0.48756195608572594,483.02055488186477,after,1.6322783857537584
cardio,60,9,evening,2.7893224663419347,57.67418667361308,33.3017458758952,124.52398980614065,2.912869664345956,2-3 hours,360.76095041847736,767.2069860706656,27.56977531719539,771.5431620922529,10,6,80.24758257014656,12.278965894048783,65.94372503086947,5,slow-release carbs,intra-workout,0.3582459993885697,449.442106797159,during,1.9948255594646929
HIIT,49,10,evening,0.8453173318218432,168.4508115280669,51.94468461834155,93.16818424729101,2.614037999207461,2-3 hours,336.9471955319759,434.671658912099,37.93565422370799,630.1455183393923,1,6,32.096916150807935,16.082128128509673,97.79820934540045,4,complete proteins,pre-workout 0-30min,0.6874581215794162,844.983203489932,after,1.1638952809127652
HIIT,95,5,afternoon,3.367404386263951,266.4966525597116,118.02513086445524,122.29232333451414,2.5537719271194645,within 1 hour,-79.41441266776559,651.7161458552005,26.921044874274227,699.5607487088075,8,3,62.91834006677205,22.41602643594043,98.284220030077,4,slow-release carbs,pre-workout 0-30min,0.43991523928209975,886.8601500056167,during,1.6765900013037864
strength,36,4,afternoon,0.85678836126721,128.73268780802215,183.90633562442417,86.01360605506113,1.4425945453348339,2-3 hours,-323.93123604261376,623.1102984666459,11.032689142307744,604.5994878305646,5,10,95.24721255151722,12.231622131876822,84.12220413554162,14,complete proteins,post-workout immediate,0.610723456310575,259.94802672259044,during,1.9083673460828936
HIIT,101,3,evening,1.221515355094559,437.8919230747992,198.11415394619476,132.63763662934775,1.5887465047476423,2-3 hours,-75.98788727730874,829.0767094243854,37.01933378159936,834.8759254111771,7,8,67.04963972395275,12.701236484214537,80.69215155600168,2,BCAAs,pre-workout 30-60min,0.44446987430089224,974.4305948604605,after,1.9961248079859049
cardio,112,1,evening,1.0832188433848622,449.05410546445484,131.57272699205592,121.82617315312531,3.767800184111608,1-2 hours,-33.029805466102005,280.1234029965199,26.033210809864865,307.07858361024734,3,3,45.77553025171036,11.191354546310457,73.9914035140124,19,complete proteins,post-workout 1-2hr,0.17976254064486252,852.819955260264,before,1.5045245542460663
strength,60,8,morning,2.8302596593535343,491.5736168215704,129.67908774504764,139.31533938142647,1.5659138233578802,2-3 hours,-235.4921180257992,605.1725852027726,32.761603730729746,701.6427230859208,6,10,57.09357798221319,13.880153239597966,89.4012211900726,1,complete proteins,post-workout 2-4hr,0.859360619495588,304.0125409771895,after,1.941122851443931
HIIT,45,8,evening,4.119853367273073,171.01741409692804,241.53599269632306,89.26252909137182,2.2795204523851647,1-2 hours,-454.5512699840248,605.6124083953705,32.049265815282524,971.4137871990749,2,9,98.19164785855507,24.299377528875,91.52790701208744,11,electrolyte-rich foods,pre-workout 0-30min,0.42382583311379385,803.9181763659772,during,1.566156191954569
cardio,111,1,morning,4.551688973677541,67.2442094707512,100.41592194762482,66.11726195892595,3.558558490155482,within 1 hour,-410.2434533930548,494.06162653187806,5.797100937675616,732.0894771828158,7,2,43.76072942032647,17.015594648712792,97.89431567573693,14,healthy fats,post-workout 2-4hr,0.32814702685814046,389.5382376262308,before,1.285408216376557
strength,58,2,evening,4.154038283036887,118.98545825646177,141.33392564446822,63.396086317142675,3.8352072051375536,within 1 hour,-103.21049449721875,457.5943779620063,7.880175757728972,644.1256633067678,9,2,87.54681659570467,12.015680177284953,53.16023996799108,15,complete proteins,post-workout 1-2hr,0.8745978783777808,346.09862726856215,after,1.1447366325889163
strength,111,9,afternoon,7.062943958203903,443.1725909327373,128.08939463269132,30.199356563687882,3.804694816522246,1-2 hours,254.73286855823483,678.5878243071829,17.930461498265707,776.8412219265323,2,6,46.649690691070724,18.752552004996588,82.9401849964867,16,healthy fats,pre-workout 60-90min,0.5223370731548247,972.445402228094,after,1.542795300203431
cardio,69,3,afternoon,4.595024774766405,59.59993964558942,144.7143871920099,109.55013082947043,1.8501966865759225,1-2 hours,-246.56446507431252,747.4416542738552,30.831598810150652,469.2335535749594,2,4,57.01353787398973,19.746944085702264,61.79811575798286,9,electrolyte-rich foods,post-workout 1-2hr,0.5093034303260464,520.037262014431,before,1.8619088145261977
HIIT,119,8,evening,9.327052414888165,116.90007116460023,223.17808516612456,39.24474430706466,3.0971607870015743,2-3 hours,-131.47598572109706,584.5749867061426,27.96101691507572,981.2657244799396,4,4,40.489361649362564,12.72427927002379,99.1419748432983,7,slow-release carbs,post-workout 1-2hr,0.848782691329907,952.7517435936785,before,1.898442138744342
cardio,50,5,morning,6.529408149790818,244.22352137713818,88.88844860190149,88.64069381618086,2.7524205727340854,within 1 hour,-29.172715434403017,409.3287637184984,22.02592311154092,450.44014214929825,10,7,73.94782053999913,10.014656555446262,86.93773112693421,16,complete proteins,post-workout 2-4hr,0.7598343160435844,994.6839563252595,after,1.5855813474460088
cardio,113,1,morning,3.6566461368642953,214.05529077251887,35.62623261670388,73.24606542242458,1.594898995324497,within 1 hour,-457.6581621117557,641.3406752500285,27.121000148016975,304.8144004671378,6,1,81.83745136610943,25.85995358753367,87.3136733900092,18,high glycemic carbs,post-workout 1-2hr,0.27856756377204894,970.8088109160368,after,1.9465512034382746
cardio,117,9,afternoon,1.7519220526459622,91.1407478825189,34.286461432722284,82.79706627553695,3.3066679293113515,2-3 hours,-312.12501898821347,822.7803879138494,18.701390613796075,696.381661359128,7,10,30.315299667894156,14.692462813547085,64.11266302541202,3,complete proteins,intra-workout,0.9282452280850909,929.1792449136469,during,1.6405830312981944
strength,113,8,morning,1.6946848037291018,430.17412006453503,206.76720556501428,135.48606149329856,3.3310853050698257,2-3 hours,156.6731978495293,431.4436879679129,29.06142627268388,415.333155306343,4,4,61.64661656740972,26.29042913561802,55.20805470848317,3,electrolyte-rich foods,post-workout immediate,0.32187838880110164,506.01653948758684,during,1.884122897567156
HIIT,115,3,afternoon,9.744478724991318,139.90694729195957,238.29800455748986,105.32300461835617,2.094877507277575,1-2 hours,227.06800784340157,708.7368681361719,31.36875735781437,428.6676573163286,8,10,77.43306799472902,15.42598378259748,94.75168901523207,1,electrolyte-rich foods,pre-workout 60-90min,0.32927148932494554,350.4616194338995,after,1.8362112805207618
HIIT,77,7,afternoon,6.726981116456744,75.69996625511865,75.5895651026225,134.53983940406866,2.2252402919748437,1-2 hours,46.44036274392897,288.7574978209071,29.010435910805604,780.8485259888591,5,4,87.71409581409702,10.231951274977371,97.69190956437495,16,electrolyte-rich foods,pre-workout 0-30min,0.6367583494446534,296.01721220935787,during,1.0463238463741904
strength,40,4,evening,8.51490295351045,68.41713755955725,140.12583285361302,87.25397228262784,2.1055936509558135,1-2 hours,-68.02762995998745,640.022378011827,23.008048965573458,849.9874086516319,1,9,81.35020405210022,22.459864225125123,86.12062818482184,7,electrolyte-rich foods,pre-workout 30-60min,0.8443069679410868,253.59439281705738,before,1.616507752620124
strength,119,5,afternoon,3.126262334064205,494.9024300448529,238.30806166503154,117.57134428557623,3.422796800725002,1-2 hours,164.89351919220337,525.2088212741988,18.856255810973494,469.6761562084256,10,1,54.06596136184386,28.267997111290395,77.44572283032966,20,electrolyte-rich foods,intra-workout,0.6416008579952821,212.4694112949296,after,1.2303142101478324
HIIT,101,4,afternoon,5.674127522890709,96.3464197805501,129.8779495668118,114.88242255440065,1.513643837000033,within 1 hour,-117.69776664853316,680.0380433183383,26.293246554157133,501.9316535035552,3,6,40.80789641456906,16.661334737527497,80.51744844024887,9,electrolyte-rich foods,pre-workout 60-90min,0.5222040757454045,246.41326045086495,after,1.6283910544496583
cardio,38,6,evening,9.747639375000984,468.94895363561227,198.06517370679722,108.93432210766609,1.7109829532756944,2-3 hours,300.56163932251945,785.43268675505,14.670580468909124,359.8602679315819,3,7,75.22892344539963,21.27434205935075,87.90769839195595,15,complete proteins,pre-workout 0-30min,0.1007317989909486,717.7230339078167,before,1.9846624156448556
strength,112,7,evening,7.4192698569853945,373.48795446378836,172.99803531996395,110.22935844642406,3.487273839502015,within 1 hour,185.47771465655092,760.273478648226,13.836126963063894,832.1111629435046,10,6,44.55229882696644,14.585835273184045,58.35887441856212,14,complete proteins,post-workout immediate,0.21290382623015125,840.9696549394131,after,1.672152892126869
cardio,49,6,evening,8.600179262596084,55.51653107629945,240.0926224760492,116.00706509281017,2.0114820411732537,within 1 hour,-418.0565555241126,904.5427807465194,16.06695826625261,849.1861000563111,4,8,55.784462883674664,17.85336874464643,72.18143425203107,17,slow-release carbs,post-workout immediate,0.8482314956298446,468.5908109032946,before,1.7715323336379463
strength,54,4,evening,5.146010990512634,347.87795039923833,41.44229414420097,113.00102528125363,2.6304521538291548,within 1 hour,422.6958354748167,935.6929683915209,33.840892759717065,656.3594196589033,1,7,42.391815782214216,17.531576452643975,87.69077941096421,14,electrolyte-rich foods,pre-workout 30-60min,0.3046581734784488,556.785655431617,after,1.9162283832926152
cardio,120,9,morning,9.847030901447166,410.16815589961595,200.43031131713283,76.42004735748108,3.4423953134476335,1-2 hours,350.64878858168277,486.14980709905956,11.245971044313096,256.86860184777294,4,2,43.039934784323755,20.707147008821735,67.23144637618822,9,electrolyte-rich foods,pre-workout 0-30min,0.19333776888298385,401.91711816306054,during,1.2566420129838294
cardio,92,2,afternoon,7.42635857775918,273.3787955254716,106.72842281196537,36.90365500772084,1.4869651337389633,within 1 hour,299.40840638778764,397.60200353282016,17.5319935284637,767.273702760935,2,2,96.72872953876055,25.773176072075586,70.17907361912141,15,electrolyte-rich foods,pre-workout 60-90min,0.9046883736882747,963.1570143281057,after,1.4146515738515055
strength,50,1,afternoon,2.0035502186772005,364.9829099448603,41.274812334045485,37.4817806644885,3.218404309267105,1-2 hours,-209.7529725627686,994.5633969473876,39.35410837998287,344.93019341025206,2,9,45.90050860961277,12.026875655676697,98.54487034712707,13,electrolyte-rich foods,post-workout immediate,0.9194950479736865,857.5912233757033,after,1.500936533669556
cardio,75,3,evening,7.430546747824872,371.01717552394456,50.26827673686792,77.45456800701604,1.402328748317673,2-3 hours,-392.60893232836156,324.7692554801582,22.042266930710344,934.0955230696532,6,9,57.74065267770616,14.425714199370692,77.89516843866932,1,electrolyte-rich foods,post-workout immediate,0.36892899747307173,294.3685414091446,during,1.7900189692981028
HIIT,47,2,evening,4.624371458574878,99.27768077859344,183.84942857819138,107.84170098038835,2.724395488619585,2-3 hours,209.2936045986596,951.4725234418723,11.266670023399076,215.20160427801463,7,3,57.01775883800039,14.321844942449193,62.47703094836257,17,complete proteins,post-workout 1-2hr,0.4941533209368346,987.5790947893237,before,1.955969184365936
cardio,70,6,morning,1.6936702546137994,103.17382910419488,37.232007252756006,66.08091092672475,2.6396898731950666,within 1 hour,-29.114210684429224,577.8873356369093,17.420564779718287,214.79039146658377,6,1,70.30464304365606,18.786353633001912,57.362124110745164,5,high glycemic carbs,pre-workout 60-90min,0.4530968217685457,726.4131105469178,after,1.5401605839817996
cardio,106,4,afternoon,5.721736679453786,76.84611941641607,154.0063291986096,83.9312798925973,3.7168905704691984,1-2 hours,-227.08097718686162,509.6724075148861,12.27110559673536,983.8201638287364,10,10,89.72470087885071,21.915619947781806,69.2912473807317,4,complete proteins,post-workout 2-4hr,0.4290454681979965,809.6692298575642,before,1.3438007200649138
cardio,40,4,afternoon,4.482717102444836,492.45174784755415,178.49024786684842,57.49649712184153,3.939950451712129,1-2 hours,-101.76828636501523,591.598693414152,28.198371501609984,302.6381933029289,2,3,46.06408214310375,20.52853048674634,55.57115949990561,18,high glycemic carbs,post-workout 2-4hr,0.7412599208300231,938.0187478793492,during,1.0544123840153108
HIIT,75,7,afternoon,7.527491988308101,398.2228366985179,100.48838408614621,88.2223716186099,1.4640214239086164,within 1 hour,-356.4035041870625,646.8446080198321,23.72734721368971,437.3739037228172,8,4,67.70500933388955,22.278812362939867,88.39508465826583,20,healthy fats,post-workout immediate,0.3888975269629771,867.6666140952262,before,1.9225462333574816
cardio,61,3,afternoon,0.1321598011850078,234.9169180149341,39.65158771084866,49.87169240546669,3.3593936489645957,1-2 hours,-142.49414639802814,489.9188370510208,13.642553906052633,607.5133046820727,2,2,32.20714798130763,19.30805084094199,64.14645909432491,7,electrolyte-rich foods,post-workout 2-4hr,0.4278043485777744,269.549667927011,during,1.535827838713975
HIIT,34,5,afternoon,8.510267615612154,323.81140409871534,220.68108893409186,82.10949277106641,1.8080529395005103,2-3 hours,430.24707237055077,531.939066752105,34.57850980095701,946.3461229787599,4,5,80.60557681424545,11.475894184920444,96.2853642620662,5,high glycemic carbs,pre-workout 60-90min,0.2959979385346908,715.0056059585479,after,1.2394581338352877
cardio,110,5,afternoon,9.299581388790214,260.97643603188584,92.92802402095208,114.92065679609259,2.1399229744188606,within 1 hour,357.0501612094763,291.5442000856066,15.172624957071308,881.2824011724524,5,7,59.97448683440764,26.681629624354393,69.12909705469647,19,healthy fats,intra-workout,0.6221703496497715,966.9773787277571,during,1.227568388043331
cardio,103,10,morning,6.336734178854365,118.45036878639512,164.6851933717704,103.818036915419,1.7380768873637338,2-3 hours,-496.5262425418093,262.60556799024994,6.278387757178436,897.1534192826479,5,6,59.76151842946703,27.968224217617482,96.86513721733878,4,BCAAs,post-workout immediate,0.8207506495026398,204.2061120043285,after,1.432557336703078
cardio,94,6,evening,9.291685661798398,343.9380677817337,52.69364187346909,90.70033873169916,1.6763871170169273,1-2 hours,418.8619687475832,549.0037959492399,35.70156247975298,309.64718520422286,3,10,31.81733503664126,15.971381544399495,51.067604713740856,5,slow-release carbs,pre-workout 30-60min,0.3993612311666489,383.2357941042784,after,1.9881494495878491
HIIT,84,5,morning,8.122743135858501,407.7878200036069,62.900345988674516,52.60165226392361,2.4054361257534227,2-3 hours,436.67207013488905,347.31029097919907,33.94026999376187,845.1115370572338,9,2,44.461669299511584,26.35175865932611,51.40528056608745,3,electrolyte-rich foods,intra-workout,0.17428716784077503,902.1483631759222,during,1.9921785123550233
HIIT,95,9,evening,0.7704094869241163,467.05392107512483,55.58176287867157,85.51149597986985,3.9792501321265235,2-3 hours,60.405821324734234,976.0243766643432,31.514444392241757,450.5259715217247,2,2,86.94085212769195,24.63430719398115,96.87269645921509,15,slow-release carbs,intra-workout,0.9120077954823532,237.5721830588831,after,1.998039558585079
strength,115,10,morning,8.28754926744292,316.22521579974983,177.04611969634004,148.57868672974075,2.7410536119283706,within 1 hour,-88.87774094732634,499.52308923420236,10.920887096711255,355.80438110020214,10,9,78.8278358693553,10.067640909205231,64.05036155272695,10,electrolyte-rich foods,post-workout 1-2hr,0.7692055858252652,349.3514384869245,after,1.3705747223949194
HIIT,98,8,afternoon,1.6179711684903142,53.89098781201609,186.9930078623722,99.97266417025644,1.3396312615452484,within 1 hour,-121.38308889998217,400.7052032284514,13.041383877925098,789.6542966096139,2,2,92.98713656168115,16.998621164635402,62.28326645652767,16,BCAAs,pre-workout 0-30min,0.6354963130322575,988.6370595317309,after,1.3205640813226707
strength,99,5,morning,8.543762735434342,110.7910099018656,200.17566892856908,80.29602366116379,3.7408171123263774,within 1 hour,-80.83914186687855,704.2939811173414,22.721682857227314,850.9680508003001,3,6,38.08750372497091,15.29371160162765,69.27723111002841,20,high glycemic carbs,intra-workout,0.5319395294795912,591.9606471666232,after,1.884420626006086
cardio,54,2,evening,4.113128680126533,395.9678750105301,147.42647878209576,99.83582716853226,1.0547893521553062,within 1 hour,-192.46646937403602,232.27094502311925,28.974505505858023,274.4159899167986,10,4,66.24875752736628,21.391327328502058,68.70188520946631,10,BCAAs,pre-workout 30-60min,0.3352184125840987,865.0941791609184,during,1.9609168716073606
strength,77,4,evening,2.505574389815041,473.79313799417224,58.52962700322972,117.7814397324754,1.0235682689388674,1-2 hours,-201.94275630008553,966.7759190264784,9.49916206445452,426.159783679469,9,6,62.71139270442919,22.419834324891248,99.1782119591617,5,complete proteins,intra-workout,0.3540895665153573,892.6811424554886,after,1.3650764511204438
cardio,92,3,afternoon,5.57492155280967,455.3609733838389,158.0028146535552,56.84052590266021,2.9278058111740184,2-3 hours,-290.09124165270237,586.3711311850465,11.735755345948514,312.4548106769121,4,3,85.34272045114817,25.971452837774336,84.76402577483805,7,electrolyte-rich foods,post-workout 1-2hr,0.5626952510836094,563.3120671498865,during,1.745502942356254
cardio,64,5,morning,5.0084082341902825,365.066994850183,99.46920249906123,33.74866206244145,3.9868543214417027,1-2 hours,-333.18757855954163,678.279833203965,19.78556154118666,899.226414882435,3,5,78.39962012982484,21.130561613961916,68.07853170988787,13,high glycemic carbs,post-workout immediate,0.39451347385569824,762.0265648823769,during,1.903559591072387
strength,93,9,afternoon,1.4679580482702126,395.041867093307,223.1797355082308,80.205787699393,2.9408851194058583,2-3 hours,429.94294896198676,967.8284397821624,31.45691519143712,509.9471095263231,9,7,80.43041485507132,20.81242579860545,95.16919148166167,6,healthy fats,pre-workout 60-90min,0.6579429568141514,989.5963687762868,before,1.129846276977823
strength,114,9,afternoon,7.5409348775434015,196.02798788589885,231.12437310581612,142.92457585463976,1.2264296543922923,within 1 hour,-232.712044027353,957.3341826444746,36.121332104505825,839.2056718072247,4,1,54.34717387042849,12.978949455626248,59.59808643972346,6,electrolyte-rich foods,post-workout 1-2hr,0.7079466554419391,905.1417428334971,after,1.189158195687042
strength,114,7,evening,2.7425212492168107,212.50426253775532,100.53767033166899,80.16446305510996,1.3318706777874745,1-2 hours,-99.87887205784762,298.4826680834947,37.763484061439044,521.7087810057405,2,5,49.58333161467773,25.461445555587517,55.30134542320432,12,healthy fats,intra-workout,0.20732288023551365,630.5793155428632,before,1.125885131300521
strength,98,3,evening,3.520260990788776,320.4394007847079,217.89559892473497,120.94896846463746,1.174671130919829,2-3 hours,-382.91179005188036,971.251321503227,39.127267802452735,682.2076244775978,2,5,64.53633467962953,29.149800076144285,95.30148600431994,13,high glycemic carbs,intra-workout,0.5235500440219785,749.4875591456575,after,1.142052777702078
cardio,66,2,afternoon,9.199945807868607,52.04102896054629,56.10565069323484,96.62554885269618,1.9804857604633295,2-3 hours,-97.84538493911685,566.436648038693,27.74835207035228,392.82868894855574,1,5,76.71353399000927,18.882128183309682,83.37669897836616,11,healthy fats,intra-workout,0.4443464668856879,855.6925943631877,after,1.4139690557651314
cardio,115,10,morning,3.79077197276347,120.08122569649723,240.60820380792268,116.41938936083572,1.1979050110126215,within 1 hour,132.93316483165927,785.8977848406082,19.554511063949015,658.76197616882,5,3,63.37630993813869,18.66180884164205,86.7728475672015,20,high glycemic carbs,post-workout immediate,0.9926326679304296,902.0710324020057,after,1.5135825811744947
cardio,114,1,evening,8.21196101697428,182.9929233664439,244.5231962102401,55.428205479420605,3.512296664885822,within 1 hour,169.7111964420709,564.6987506388846,16.17961171685652,447.39496145107455,10,5,95.01733700813202,10.368178542208161,77.92374843718932,8,healthy fats,post-workout 1-2hr,0.13523046611789608,369.310622648437,before,1.0051133137496602
HIIT,96,9,evening,5.585476215079696,495.64345628621385,71.64139534563135,66.89423713126928,2.2825674474352744,1-2 hours,359.3399892136475,953.7656781265696,6.835543970036881,681.7832962901632,2,1,38.38066507042667,13.923607802802916,65.87502915601476,10,BCAAs,post-workout immediate,0.23673932124258795,703.622093203765,after,1.7271947462420496
strength,77,3,evening,7.063612110211819,420.5291837954458,223.6752168205108,29.735964923792906,1.1790076643049399,2-3 hours,-71.5191042117246,974.9523517571056,15.06400824702235,275.31591815492266,4,8,56.18891707865559,10.67457107500788,79.39950676290049,16,healthy fats,pre-workout 0-30min,0.8405959795138973,239.83367861463537,after,1.400504644946757
strength,91,3,evening,7.050424929072252,213.38265359837567,161.12435015869363,149.8855060606174,2.012734417527978,1-2 hours,-232.66113515480635,613.188340723592,14.097889265627897,225.73659916798823,2,1,99.67390600931785,11.126911539297812,56.03177982427701,20,BCAAs,post-workout 1-2hr,0.9062189947121546,692.5293115930414,after,1.2403638790216895
HIIT,75,7,afternoon,5.67078161435152,77.1007063217826,32.66544925314182,61.17307019711102,3.4620917932727444,1-2 hours,190.48552695887156,542.3102537549598,22.60723577014405,352.722058018691,9,5,54.6001529816957,11.932709784841213,68.74517417978477,9,high glycemic carbs,pre-workout 60-90min,0.5582796381418038,794.0046156951129,after,1.5455334660093911
strength,63,2,afternoon,2.5851765211027375,105.77325606683601,159.04828029771525,79.3725261720478,1.6730403543802186,1-2 hours,-16.134820150334292,895.5366315361827,36.467822214630594,394.6667396066905,4,1,53.658264028434715,26.89203114945622,76.26349267380544,17,complete proteins,intra-workout,0.1687529638565209,963.9513952472404,during,1.8353797603518056
strength,34,4,afternoon,3.477186001829613,243.718370521958,113.47741905385382,135.60193830897362,2.768617246699221,1-2 hours,402.0225891904588,838.0481073207928,15.985377792546403,498.0086860614005,3,10,37.93676735842931,18.297664419770378,66.57306091481125,9,complete proteins,pre-workout 60-90min,0.666252285687353,800.7534812730072,during,1.0128927461675334
strength,65,5,afternoon,3.854647307189313,343.2794440229263,53.463910414832526,25.218125490715142,1.5256545919338689,within 1 hour,397.2112501776767,955.8099310177978,32.28561420713903,472.8083447015851,1,8,67.41102015194588,16.108965905368965,66.5231144530979,13,BCAAs,post-workout 2-4hr,0.5875899327393307,845.8449203410928,during,1.903451614844637
cardio,89,3,evening,5.663904474728411,413.8882734315909,49.27678908819878,136.6860257022033,2.403908344186381,2-3 hours,476.2669630568256,459.4964180610431,28.27798296810548,827.638660191534,10,6,70.51646090446934,26.672113250495823,95.03226680360794,17,complete proteins,pre-workout 0-30min,0.8046044284008873,318.7944050595287,during,1.5324086931146548
