workout_type,duration_planned,intensity_level,time_of_day,previous_workout_strain,current_macronutrients_carbs,current_macronutrients_proteins,current_macronutrients_fats,hydration_status,recent_meal_timing,caloric_balance,micronutrient_levels_calcium,micronutrient_levels_iron,micronutrient_levels_vitamin_d,recovery_score,sleep_quality,heart_rate_variability,body_fat_percentage,lean_mass_kg,training_age,food_category,timing_window,portion_size_macro_ratio,portion_size_total_calories,portion_size_nutrient_timing,portion_size_hydration
HIIT,90,4,evening,5.258011781595582,436.22794546533703,91.61422057561207,135.2151704328624,1.399084678859617,within 1 hour,281.05808891793583,732.6901609817842,32.50511091310955,444.3459544068006,4,2,59.228862649641634,13.014222027578837,73.34187606859575,5,BCAAs,intra-workout,0.3759381370533331,561.1278129385389,during,1.3248968393064913
HIIT,39,1,morning,1.4083359700157994,110.25785478567767,240.78760260026678,104.28627365902422,3.14126268122177,within 1 hour,-187.83732336442216,265.43197611158246,32.7009065320821,940.5380187989585,4,4,60.96616702146602,23.933659669489607,90.34934489180776,9,slow-release carbs,pre-workout 30-60min,0.344483778379171,994.4300275047954,after,1.0009079691613536
strength,76,2,evening,0.8300039877694798,476.5082437798187,176.0939463484777,100.1013945146369,1.7751048571540002,1-2 hours,-130.8779143644777,315.16615831696305,32.155477822900956,907.3633016533399,7,4,85.495775321021,11.302627200492621,99.47180773035532,5,electrolyte-rich foods,post-workout immediate,0.30632038894688374,698.1231156068033,after,1.7072197476975928
strength,80,9,evening,3.0572894247119606,91.11240068024648,59.67225874739225,76.87689130260668,3.906952438271623,within 1 hour,-56.35031703619188,399.3150981892539,5.109551517113718,592.7588444248231,4,2,91.98133493955805,26.178594987645848,96.22908728192161,5,electrolyte-rich foods,intra-workout,0.8354468588480775,335.49774252970747,before,1.3003512046544763
cardio,72,7,morning,6.425985106282627,97.03683831604717,33.697698398562174,97.86215640630157,2.871550005425637,1-2 hours,-21.625001925452352,415.10180867634847,27.161740895100444,566.7539184205466,2,6,58.83699821285851,20.73303043909165,72.94679503635561,1,complete proteins,intra-workout,0.5999392829372928,285.48826356447125,during,1.1182092950960048
cardio,107,8,afternoon,2.1738536153108745,418.97402887438955,88.61987343356643,131.46505317212,3.8475190759450824,2-3 hours,-449.7385605866929,448.31943108632765,29.465451160062084,806.4461958512898,3,7,47.207358232524165,21.864471479967758,59.41363481484021,7,BCAAs,pre-workout 30-60min,0.3534961399899891,890.7180824412001,before,1.4964501563650114
strength,54,1,afternoon,5.574091145129315,143.11281108571512,209.0279446880848,130.94859374345896,1.0702700804322383,2-3 hours,6.280078503666971,375.44928925099424,25.620040725477402,846.390410069479,8,1,59.555933060761184,11.608777734625857,92.64149824134066,1,complete proteins,post-workout 1-2hr,0.6796634795340273,789.0764145045994,after,1.1803529277782627
cardio,36,6,afternoon,0.5308093743690723,370.0679284096916,108.21942394062454,61.08780210822085,3.271885278190183,2-3 hours,-183.3580238338136,917.1664396511237,14.523670481873848,331.455781004439,9,6,42.57496230597972,28.327010991983578,71.47302452628199,3,healthy fats,intra-workout,0.6930370938097654,697.8677760645932,after,1.6606402763597607
cardio,97,1,evening,1.7283070001478629,182.57166370466808,233.67654575487833,37.52340715753351,2.34639353447961,within 1 hour,-411.4086590760935,483.6460331567573,28.26275818258191,928.7536780390269,6,9,35.82365729353478,15.165572927132608,56.81152673724414,7,complete proteins,post-workout 2-4hr,0.6839394628480133,932.6418418209707,before,1.5999283524530896
HIIT,89,8,morning,3.5006532346275785,255.57976251381317,96.17507520525808,60.90561774882561,1.50545422640762,within 1 hour,-265.4493648280999,993.814745087657,30.250862680395937,943.113118966075,9,9,94.61113697571516,29.4554038672418,99.89175079897436,11,BCAAs,pre-workout 60-90min,0.7091894570128665,346.2566430949296,before,1.4722641864584816
strength,75,7,evening,1.1519935366377076,242.23398593255925,223.13866423251048,100.36315200022467,2.611489534515713,1-2 hours,-37.315195945133894,218.77413494341934,30.734487371235534,375.95373182933463,8,7,81.4500163954107,20.24347630731541,67.47347789399188,6,electrolyte-rich foods,pre-workout 30-60min,0.9935691256770335,766.6254997535043,after,1.293128156364669
strength,56,3,afternoon,1.2825008694261808,86.3634425279443,206.73450338319734,113.52888470450621,3.5506807336842527,2-3 hours,311.28032448951615,848.7289247442856,14.44581757515417,541.5605093578414,7,7,46.4601282719636,23.682069785063668,55.90618156841878,7,complete proteins,post-workout 1-2hr,0.7517023170273154,496.0891694781054,after,1.3950070768253815
cardio,45,4,afternoon,8.245875794322533,300.81660270385487,88.75305498509366,142.50699406634442,1.4401873450611609,1-2 hours,126.48187672942959,883.6185960609428,7.280636686881325,995.1126992430709,3,1,50.220176633411,24.949040298078877,84.16963297861314,20,slow-release carbs,intra-workout,0.8215711739817209,603.6952431172723,before,1.4484485327542345
strength,90,2,evening,5.100518864348759,94.41731737634532,85.73535742940228,111.39507972919388,1.902941334482057,within 1 hour,376.1560237886746,267.60660670324626,35.05675051904085,390.89098153678066,10,5,82.66711162954155,14.685240345099213,70.18267976457965,10,electrolyte-rich foods,post-workout 1-2hr,0.3542063339853001,491.1259786880238,before,1.5457094887806542
cardio,97,4,afternoon,0.4955588342986261,356.3359390532911,164.00780515592442,32.80579132044614,3.334322734366955,1-2 hours,69.71737386468192,825.7223913446797,38.7905169603126,552.9941471447573,9,5,53.95910109479267,24.89795590546745,50.10336158209189,16,healthy fats,intra-workout,0.9867583073286159,357.6635374452626,during,1.2779260419407077
cardio,69,6,afternoon,9.61331731674085,491.39377488668606,179.10990785774857,35.74004606652309,1.5464775814643472,1-2 hours,98.0861300733336,883.3073381087364,33.22623544433472,864.5749430849022,4,1,81.90955061932124,12.964862371285093,71.60417311766123,10,BCAAs,post-workout 1-2hr,0.2982931714130612,513.0390423621811,before,1.7517079247325618
strength,59,7,afternoon,4.100920367711579,72.84555897500596,93.60380473030415,114.46680921844536,1.2176618042959615,2-3 hours,102.10318531508892,792.1441287981692,34.441989775762934,319.6484073607494,3,4,38.15239420164434,19.85886047097555,95.32081593829413,12,complete proteins,pre-workout 60-90min,0.3159492133014349,538.405680502725,after,1.2899123666673646
strength,84,1,morning,5.753089816890151,463.96853033025764,37.66255723120683,123.85451283754493,3.7266334690962983,2-3 hours,-258.66233231760907,840.6190768855785,35.92802737278124,911.2486512434521,4,2,71.78034510583865,21.474828555351856,73.39524163016698,12,slow-release carbs,post-workout 2-4hr,0.22604397344910743,385.8058034169523,before,1.598465293781022
cardio,32,5,morning,8.252591269962542,282.48821149120147,98.05974043926723,38.05378983042017,2.237953486214242,1-2 hours,-144.94970302168122,253.44128070834034,14.86503989858989,578.8273565772683,10,2,50.78500919106688,20.8936898215118,60.27031510241366,4,electrolyte-rich foods,intra-workout,0.596283351998378,347.53207642759116,during,1.997896087578233
strength,111,8,evening,9.237159813989274,277.6877484082712,229.3973404443038,29.956682641116206,2.87449845968695,within 1 hour,-182.65423677463764,694.5659192240255,28.7219221859508,316.0028452179244,7,7,92.08788518535371,22.215914394667102,72.31232490527549,11,complete proteins,pre-workout 30-60min,0.8606632919760626,273.4977799405244,before,1.2012927531397648
strength,88,10,evening,7.609767025960594,108.76241200394928,188.1917846450611,119.44898194393272,1.6035914423384505,1-2 hours,231.5935100741674,905.9114973904178,14.10195250724889,206.8212697335685,2,10,51.212516626803776,28.10339770419693,57.17469292656747,10,slow-release carbs,pre-workout 0-30min,0.442952258705283,238.57635226716738,before,1.267240085345
HIIT,96,10,morning,4.542580676628994,349.12274619316105,238.496686513661,62.880594825725154,2.483820835328065,2-3 hours,-337.8056175066959,317.29403860890534,25.841580883747422,491.58069896545464,1,1,30.73799846911071,16.21785493998806,70.47670073386924,7,complete proteins,pre-workout 0-30min,0.8328804302113887,422.55767118443384,before,1.6845560852067516
strength,84,7,afternoon,5.135250379307261,216.58908997884745,118.08668447370428,46.271503773424286,2.4556954112495535,within 1 hour,217.70657555133334,524.2200377356846,13.999211751870222,638.1908520220791,1,3,83.3166214443936,13.956150333974108,87.80650085699277,12,healthy fats,post-workout 2-4hr,0.5622035323497292,878.8738663634136,during,1.2742321295357657
HIIT,31,1,afternoon,3.08076758445834,468.846095459361,37.38609356056957,20.434658341278276,1.6749837776904943,2-3 hours,359.9016910096717,262.9849806297047,25.1194307194661,264.4784332682909,5,2,59.085039594131665,21.630008675355896,66.70631424008377,13,electrolyte-rich foods,pre-workout 60-90min,0.6074593107259451,280.179132334775,after,1.9348168695410635
HIIT,99,10,afternoon,3.7497971286100507,206.85633692632516,109.43526548517337,132.4440236437693,1.2318242945541782,1-2 hours,-304.48208995663686,918.9217625432553,18.022031533364796,454.82567204409474,10,2,35.90955566208283,27.42749268849456,57.75381638968115,18,high glycemic carbs,post-workout immediate,0.14987614912893052,878.9190614170312,before,1.0449444839611708
HIIT,107,6,afternoon,5.147943385163455,407.62377726995265,79.3630856973792,71.40340590040367,3.623741983025667,2-3 hours,31.374197294142164,805.8357161705646,9.094826146062344,454.62650060698013,1,8,74.84376766360243,20.852717119997514,66.39356446099558,7,complete proteins,post-workout 1-2hr,0.9783726385649794,759.3697862696866,after,1.2818930268090916
cardio,34,7,afternoon,1.5007259679746299,227.9411195178999,203.51198693459818,117.74443191917636,3.107980582128576,within 1 hour,-308.61770877851967,902.5478617168924,8.454665480606316,320.2834734671253,6,10,59.25175895746186,20.972456791491677,65.53795703220355,13,high glycemic carbs,intra-workout,0.11707192203395442,233.88338548886782,after,1.100142694284032
cardio,74,7,afternoon,8.751827865704515,376.2617980020473,37.21927732190929,86.8541672669473,1.1394681228528654,2-3 hours,94.86134009255818,796.036363419953,38.25915250879748,732.7780905530994,5,9,60.42143413656724,23.859126978824786,60.02702761700492,6,high glycemic carbs,pre-workout 30-60min,0.9178575174042982,350.35936079456417,during,1.3747901401799307
cardio,88,1,morning,1.5393197388846724,375.78620788347365,182.4550486427135,65.48631177432557,2.281989170909031,within 1 hour,415.4977765701402,513.291822814633,7.020825312029391,646.9627781255199,1,10,34.961357493565274,19.78304951845647,91.88312838757467,3,healthy fats,intra-workout,0.3560193436445729,607.7738263053634,before,1.754861613485476
HIIT,108,8,evening,6.447094596669426,439.33061854219756,186.2318006827675,130.769657106082,1.3151159449604946,1-2 hours,80.70530800539973,507.72664846327535,25.722533989565573,953.4927028952354,6,6,89.97287456890191,14.386024998521144,91.94272647721792,20,complete proteins,pre-workout 0-30min,0.5561187504839151,462.29468480315273,before,1.6098074127804058
HIIT,112,4,evening,6.811780632565316,270.92956050846044,151.0139139927257,127.98255997751646,1.0405395079632487,1-2 hours,-393.31723530063766,261.5585942089734,35.77086284889957,894.0654746651218,2,10,67.21586000299229,23.231568568484647,98.97720035491784,2,electrolyte-rich foods,post-workout 2-4hr,0.36716154265201995,701.4521665793554,after,1.972576499529497
strength,46,4,afternoon,9.143268836247419,120.83537285286995,213.93721164243328,67.47471603743534,3.339480183623429,within 1 hour,-230.35762954396,782.7264418954276,23.659767747021146,247.4508398154204,1,3,46.3516509473586,25.898661936502485,71.00802970641041,17,slow-release carbs,intra-workout,0.8706752120293177,222.76523264911194,after,1.0506072738883785
HIIT,33,7,afternoon,4.006791096697051,215.49976590577168,232.72508556621702,145.04953755576216,3.1749908175650448,1-2 hours,-465.8590435705867,723.7887264927109,35.07422042580828,892.97926637394,9,7,85.3308159146225,24.94772491133042,54.873365472950326,13,BCAAs,post-workout immediate,0.8574603655896947,716.3437740885842,after,1.2835220093548223
strength,47,10,afternoon,1.8169340704837411,416.5147679204065,82.66141048838433,31.28914344559775,1.6494558174766931,1-2 hours,303.7504958154026,235.59128978185805,31.461697093398016,422.014295710681,9,4,92.37502158264145,15.692397821257877,58.2470575316094,5,complete proteins,post-workout 2-4hr,0.9638684194024011,792.5869035743564,before,1.9463805700714767
HIIT,64,5,morning,2.095150384879009,55.715121270684016,140.7586363841082,138.58497165984352,1.5908215573520936,1-2 hours,-470.21700521136233,516.5639878547383,33.149762380767186,933.7255670533494,8,5,87.55939574895498,21.74765678622945,80.41127997442857,8,slow-release carbs,post-workout immediate,0.8746833213099247,642.8278356238405,after,1.5521298388801705
cardio,82,7,evening,5.9551631574617385,296.8842958400848,243.65337351593902,91.4465647696234,3.101344263265708,within 1 hour,105.82142330555894,988.2591818587495,17.797652195256397,746.7759652396085,7,4,84.1490528484272,26.51200944339636,59.986262792941226,12,healthy fats,post-workout 1-2hr,0.34021516976156746,220.33455909635924,during,1.4881317296118894
cardio,106,3,afternoon,7.542380521776554,218.7707332953371,247.15589294057338,123.07320769291326,3.24973372154797,1-2 hours,-317.6780794381068,290.08282957643877,11.29986967322623,289.0847531023856,3,1,71.63349360980334,15.62232199531201,76.75030598044555,11,electrolyte-rich foods,pre-workout 0-30min,0.7094249063541269,906.0209579263125,before,1.271159586141503
HIIT,37,8,morning,8.332181110811028,328.92205152886214,142.6464391493489,135.70828436340764,2.924151575278765,2-3 hours,-400.2533653564647,717.1946048056714,11.76749082787195,716.9356245108482,5,6,78.52481584995442,16.34000006975609,62.977905088502546,14,complete proteins,pre-workout 30-60min,0.2017032425873655,927.0328604453379,before,1.6806418662089881
strength,65,4,afternoon,7.91672146265147,88.93390020849961,154.78371551295098,113.90805679909707,1.9005311320063323,1-2 hours,82.5440810294383,836.3921743511764,22.13518828336548,649.9294427458113,6,2,52.66947708872934,10.707732678143165,55.42743456816463,8,electrolyte-rich foods,pre-workout 30-60min,0.8141852546327061,242.67715844619698,during,1.941759833721929
cardio,46,7,morning,6.588856512588276,399.1500140999082,160.86826389778918,28.117592109423967,3.220742498077291,2-3 hours,279.6139149726606,386.92732436515234,24.010908414582126,303.58621823980246,1,2,31.133316648502376,12.675479304412974,62.78369062535941,16,healthy fats,post-workout 1-2hr,0.7202280634364574,356.0332778709475,before,1.3109307775583543
HIIT,117,6,afternoon,2.580262758471333,349.9182620849835,237.84137700666076,101.65714227181248,3.9169664798226824,2-3 hours,-72.3999878057212,224.42726502569198,11.664759561183065,853.1176847423526,9,6,41.847505062336595,27.433587768254448,61.82836089257749,10,high glycemic carbs,pre-workout 0-30min,0.16098339673328366,529.7495504071134,during,1.6585777690082701
strength,38,7,evening,3.799737949065695,489.653900476558,114.09422428718273,101.0683866714584,3.8560252095599963,2-3 hours,203.91830691537382,723.2491692492455,28.53610912774434,211.67978269322444,5,2,94.27423198474709,20.861595599604996,76.71392768812191,20,BCAAs,post-workout 1-2hr,0.4163506429622046,477.8941499891087,during,1.237772910464046
cardio,76,4,morning,8.378438752369842,264.0404587614564,57.77259898550716,138.43549775249994,1.7097590475649502,1-2 hours,-347.304784553619,903.0455091068995,22.215768552658844,690.5638167128143,9,8,61.22425004935692,26.72099420090982,82.03399360599701,15,slow-release carbs,pre-workout 30-60min,0.676570262015269,296.22465926597323,after,1.4921940152186446
HIIT,114,1,evening,6.454191936461859,350.2220677977884,224.27129233729747,111.90659853491049,1.274324155093073,2-3 hours,140.60533679684193,206.21603086606336,16.64082429232852,239.3692949242282,8,1,83.95236889117962,29.34242146542299,86.5112272462391,5,high glycemic carbs,post-workout immediate,0.9947018197014286,849.6347225911551,before,1.9654230971356925
strength,120,8,afternoon,4.349172206340456,193.48719977371138,131.12868415118533,37.11718852657431,2.554481647830281,1-2 hours,-65.05750177215998,528.261879637653,9.740662598254575,810.9439014827661,1,9,74.37185995707168,24.040964206066533,75.52019630147174,16,high glycemic carbs,post-workout 1-2hr,0.20648509005771615,281.689170771115,after,1.895887693317572
HIIT,104,8,afternoon,9.704384122578753,363.9867419060068,67.0418202118812,54.69394598658825,2.961702877174186,1-2 hours,-304.46563838872,816.2208830262375,26.198726053251047,456.9185335066825,4,9,93.18580511598773,16.176171487457534,77.66636272497779,18,healthy fats,post-workout 2-4hr,0.7056334533791506,206.92813240972603,after,1.4893782695841522
HIIT,50,3,afternoon,3.0783380697463114,419.22978393382044,67.72620000000269,97.16991917620142,2.8492549884005007,within 1 hour,-472.7860634940221,218.01445338748078,39.52531757208999,661.9332127030218,10,1,35.07483289745031,18.2103015619411,76.38839965774181,9,healthy fats,intra-workout,0.7144841658901359,588.0564396608987,during,1.323227683157039
HIIT,89,3,afternoon,5.8812348469541185,191.58571127566927,190.65716088118822,93.67272166863359,3.9124310869527386,within 1 hour,-3.0926590917150634,548.6599167023132,33.39956213140762,997.8638725822657,4,4,32.77170445932595,23.7278482939265,94.59877120354372,3,high glycemic carbs,post-workout 2-4hr,0.6014595255579166,524.881971489785,before,1.5184529072679465
cardio,117,5,afternoon,6.6024763100468356,52.36617764117558,92.79143145940836,31.926300956383084,3.5180076105102307,1-2 hours,-218.9968635681676,944.0167851306138,11.93697510093939,310.5606947734063,7,8,43.45455500483314,14.800566932879525,54.31037997249848,8,healthy fats,pre-workout 60-90min,0.11771354672981776,435.15220783061966,after,1.5357721244929068
strength,35,6,morning,4.93942699913792,447.30971062348647,125.15650395855936,62.087820318654146,2.4986298151222894,2-3 hours,-103.15614993331434,707.8709709670837,9.555452724656515,508.8239997516638,10,9,57.71787898995073,15.077948678391328,57.216771750424975,1,healthy fats,post-workout 1-2hr,0.6425859540662127,782.7380617161845,after,1.6217005894292718
strength,36,5,evening,1.1171272959009115,406.2291948477264,62.497935454428536,67.31998367086183,3.1000695437474954,2-3 hours,263.71863537603554,564.722651912734,6.49105057075565,816.7029656062707,4,10,60.47455247520586,19.634984695562242,62.44740025910163,18,slow-release carbs,post-workout 2-4hr,0.5881386047879755,933.7267810110619,after,1.300818519098415
cardio,41,1,afternoon,8.971049656403379,182.0829520531565,99.40641129606163,121.15845044136876,1.6613794212741766,1-2 hours,-432.88739804478627,330.58758891610523,38.67570447167865,956.6943702136052,7,5,80.18443188718184,13.675248001639389,74.44850995974427,2,BCAAs,post-workout 2-4hr,0.5035707751540941,575.2284314247729,before,1.4749048436559997
strength,69,10,afternoon,8.089952181487728,199.67845625368994,64.2087714877519,87.85997317779155,1.6040583944795026,within 1 hour,-460.9347900794049,647.786902272263,15.88632646310435,289.240281891045,7,2,53.79714225764616,21.272724343095284,85.76062364853502,10,BCAAs,post-workout 1-2hr,0.2420591238297089,953.8071601059859,during,1.961325533253499
HIIT,49,8,morning,0.7584830817408683,74.31178866593974,76.04002007950298,111.6049825373326,1.8932516928408618,2-3 hours,170.71367642252085,205.54049591774987,15.124222067254804,809.9206990279719,4,9,73.90964181073292,11.558255693277689,90.14112349441801,9,slow-release carbs,post-workout 1-2hr,0.6861026444036166,661.044364994006,during,1.3071005731927088
cardio,99,7,evening,4.592558782637427,71.65034778838279,59.8731029872525,95.48228623704317,1.051149250760019,within 1 hour,-278.1960574103225,730.6153898733436,28.261109200362373,296.1109973410463,9,8,57.91370070190043,24.226086091278304,57.84371128781445,13,high glycemic carbs,pre-workout 0-30min,0.45085376476755423,446.6585671577269,before,1.038443993687912
HIIT,88,7,evening,8.37685749873136,183.67866398572724,151.22745024493452,137.04763920985266,2.408204321981146,within 1 hour,-172.42836640901527,611.2702880204089,17.285213718831052,437.20102870669484,2,7,72.84448152004893,27.8565406842727,73.5258990500044,1,healthy fats,post-workout 1-2hr,0.1929629831892537,551.083724848995,before,1.8658362282036223
HIIT,64,2,evening,1.6276386411299426,129.1235401750455,53.429006202862894,87.25531270581367,2.618109816277514,within 1 hour,-231.31923915428553,670.1298602424108,17.637674881571975,815.2256750310615,1,7,94.44116324630949,26.948608956577374,91.97368665320242,8,BCAAs,post-workout immediate,0.13569944085711558,824.5642373926601,before,1.5266730298510218
HIIT,107,4,afternoon,5.226326617943885,227.05202316559033,185.58829782553386,38.170618648573665,2.884191701996116,within 1 hour,-279.9358898755342,463.52362289578866,21.749457094162413,239.06311326982637,5,6,70.53148033556644,24.33259337506747,63.07584456449699,19,electrolyte-rich foods,intra-workout,0.9854925967076954,650.0715515316645,before,1.2406068503736258
cardio,40,7,evening,3.2726805038806916,235.17267688716095,125.85450388557298,35.339859807956664,3.026685633031771,1-2 hours,-105.2624484469734,715.6274635049942,36.142149397269904,702.4302884400588,1,9,75.2154231313543,24.354189634657644,91.50358215001496,14,BCAAs,pre-workout 0-30min,0.7991058663938584,649.3578252331674,after,1.5147962872835719
HIIT,110,5,evening,5.002894984713086,299.24897921653223,244.76719150907735,108.34456521059373,1.920970414356673,1-2 hours,-263.7664025617896,246.28747107904303,12.244138047534017,465.64360201809586,1,4,39.086599591668666,23.642314747396327,90.44298863172473,18,complete proteins,pre-workout 30-60min,0.11382058295365056,354.7677347342481,during,1.6144043409539877
strength,108,10,evening,6.113183583386819,345.6409790976593,153.33791706960324,97.97345539555394,3.2490379487275343,2-3 hours,-229.00461320842402,810.357768203084,34.79317847761814,886.8956127370705,8,2,59.688124753288335,27.74750399074727,66.00608086284466,4,high glycemic carbs,pre-workout 0-30min,0.16764774004884914,913.4433719778601,during,1.41332910730964
strength,38,2,morning,7.87347140250846,442.73814611730904,139.67917430704418,28.083058341679767,2.7402223746598717,1-2 hours,162.93177958891192,832.1302530726169,30.751324934607606,915.3700464133065,6,8,71.20413630043224,13.179273784609173,95.43342106955285,6,high glycemic carbs,pre-workout 0-30min,0.27486263995116633,425.756506186042,during,1.6218474868444122
cardio,68,1,afternoon,3.3242941279384497,110.65560164796548,192.92024768863493,76.39385470470599,2.005755237390825,1-2 hours,36.53111249473159,570.9220389186073,38.91162712300714,761.02068907669,7,2,97.17478075773289,17.815940417294087,67.83991069195457,8,high glycemic carbs,post-workout 1-2hr,0.3479355793911947,751.8255934756205,after,1.4636241084304888
strength,55,10,morning,5.026127698935294,298.6172968951295,68.1469189454689,27.276506346344476,2.453844269286021,2-3 hours,-178.83204693687213,214.72247422989224,18.603624112140714,271.3698555706521,6,4,96.21069926754248,28.070295420609096,72.55764977544112,1,slow-release carbs,intra-workout,0.12244241141568167,660.6957508247233,during,1.4094304955076722
HIIT,39,10,evening,2.838173978617137,462.3111865971079,112.58734481384052,132.25907781365353,2.4979912678125933,within 1 hour,388.81650122725955,744.9953385042625,25.630169038221503,767.675562238992,3,7,64.8024498355015,11.553174215440318,73.3346164326659,9,high glycemic carbs,post-workout 1-2hr,0.5348635039208885,911.5442200925949,during,1.9843817710194487
cardio,77,10,evening,7.7052390857431,87.3072934801223,83.35648969611529,104.92795578776978,2.4409854818830237,1-2 hours,335.36881470077935,286.1528478187318,14.340721677045263,318.7579111433346,4,3,80.81671092082412,27.644302584641004,92.19093090083857,4,complete proteins,post-workout immediate,0.32209695675167876,590.8951768866496,before,1.3007784028458484
strength,31,2,morning,3.848203444911312,273.79286738865585,242.4655154641276,86.06200945098026,3.325384405769265,1-2 hours,491.57021102062004,899.6063293605733,8.60740470379223,902.318057356566,10,1,41.66822103221154,21.548323408909994,82.80671918082967,13,high glycemic carbs,pre-workout 30-60min,0.6247167308414031,504.00714188828886,after,1.895296301841773
